CO_IES;NO_IES;SG_IES;GRUPO;GRUPO_CONSOLIDADO;MARCA;ORIGEM_GRUPO;ABA;CO_MANTENEDORA;NO_MANTENEDORA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;TP_ORGANIZACAO_ACADEMICA;SG_UF_IES;NO_MUNICIPIO_IES;QT_MAT_TOTAL;QT_MAT_PRESENCIAL;QT_MAT_EAD;QT_ING;QT_CONC;QT_TRANCADA;QT_BASE_ALUNOS;QT_CURSOS;QT_MUNIC_PRESENCIAL;QT_MUNIC_EAD;NO_IES_SUPORTE
18165;Fundação Universidade Virtual do Estado de São Paulo;UNIVESP;;;;;;15958;FUNDACAO UNIVERSIDADE VIRTUAL DO ESTADO DE SAO PAULO-UNIVESP;1;2;1;SP;São Paulo;69717.0;0.0;69717.0;34221.0;4575.0;9496.0;79213.0;11.0;0;373;
55;UNIVERSIDADE DE SÃO PAULO;USP;;;;;;15715;UNIVERSIDADE DE SAO PAULO;1;2;1;SP;São Paulo;62173.0;62173.0;0.0;11751.0;9059.0;1349.0;63522.0;271.0;7;0;
586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;;;;;;15536;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;1;1;1;RJ;Rio de Janeiro;50105.0;47077.0;3028.0;11159.0;6249.0;6733.0;56838.0;174.0;3;14;
572;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;;;;;;15589;UNIVERSIDADE FEDERAL FLUMINENSE;1;1;1;RJ;Niterói;43774.0;37162.0;6612.0;12159.0;5358.0;22776.0;66550.0;133.0;9;29;
2;UNIVERSIDADE DE BRASÍLIA;UNB;;;;;;2;FUNDACAO UNIVERSIDADE DE BRASILIA;1;1;1;DF;Brasília;39509.0;38523.0;986.0;7222.0;4660.0;1834.0;41343.0;130.0;1;27;
548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;;;;;;2497;FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO;1;1;1;MA;São Luís;37212.0;32038.0;5174.0;5661.0;3071.0;1422.0;38634.0;109.0;9;33;
569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;;;;;;15509;UNIVERSIDADE FEDERAL DO PARA;1;1;1;PA;Belém;36068.0;34312.0;1756.0;7459.0;4477.0;15589.0;51657.0;157.0;11;1;
56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;;;;;;17109;UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO;1;2;1;SP;São Paulo;35169.0;34714.0;455.0;7173.0;5851.0;952.0;36121.0;184.0;24;1;
575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;;;;;;15515;UNIVERSIDADE FEDERAL DE MINAS GERAIS;1;1;1;MG;Belo Horizonte;33909.0;33893.0;16.0;7817.0;4942.0;1695.0;35604.0;98.0;2;1;
547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;;;;;;379;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;1;2;1;RJ;Rio de Janeiro;33636.0;30088.0;3548.0;7242.0;3222.0;4650.0;38286.0;104.0;7;17;
580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;;;;;;15538;UNIVERSIDADE FEDERAL DE PERNAMBUCO;1;1;1;PE;Recife;31142.0;30251.0;891.0;6864.0;3716.0;917.0;32059.0;113.0;3;16;
570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;;;;;;13401;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;1;1;1;RN;Natal;30420.0;28965.0;1455.0;7756.0;4130.0;2611.0;33031.0;120.0;5;13;
578;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;;;;;;15594;UNIVERSIDADE FEDERAL DA BAHIA;1;1;1;BA;Salvador;29457.0;28061.0;1396.0;7632.0;3643.0;7395.0;36852.0;110.0;3;30;
571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;;;;;;15595;UNIVERSIDADE FEDERAL DO PARANA;1;1;1;PR;Curitiba;28197.0;27626.0;571.0;7317.0;3565.0;1575.0;29772.0;142.0;6;1;
579;UNIVERSIDADE FEDERAL DA PARAÍBA;UFPB;;;;;;15590;UNIVERSIDADE FEDERAL DA PARAIBA;1;1;1;PB;João Pessoa;27958.0;27376.0;582.0;6547.0;3086.0;8485.0;36443.0;120.0;6;21;
581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;;;;;;13482;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;1;1;1;RS;Porto Alegre;27917.0;27642.0;275.0;6143.0;2968.0;4697.0;32614.0;98.0;3;16;
583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;;;;;;15439;UNIVERSIDADE FEDERAL DO CEARA;1;1;1;CE;Fortaleza;27780.0;27401.0;379.0;6744.0;3871.0;521.0;28301.0;127.0;6;18;
588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;;;;;;9052;UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA;1;1;1;PR;Curitiba;27658.0;27146.0;512.0;7393.0;3060.0;3607.0;31265.0;124.0;13;1;
694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;;;;;;462;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;1;1;1;MS;Campo Grande;26636.0;19191.0;7445.0;10148.0;2699.0;1466.0;28102.0;134.0;10;15;
585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;;;;;;15593;UNIVERSIDADE FEDERAL DE SANTA CATARINA;1;1;1;SC;Florianópolis;26458.0;25403.0;1055.0;6849.0;3378.0;1822.0;28280.0;116.0;5;23;
577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;;;;;;15601;UNIVERSIDADE FEDERAL DE ALAGOAS;1;1;1;AL;Maceió;23894.0;23216.0;678.0;5973.0;3187.0;638.0;24532.0;100.0;8;10;
3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;;;;;;3;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;1;1;1;SE;São Cristóvão;23216.0;21647.0;1569.0;7126.0;2779.0;1165.0;24381.0;115.0;6;12;
573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;;;;;;15591;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;1;1;1;ES;Vitória;22847.0;21333.0;1514.0;5865.0;3031.0;495.0;23342.0;108.0;3;26;
17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;;;;;;9140;UNIVERSIDADE FEDERAL DE UBERLANDIA;1;1;1;MG;Uberlândia;21716.0;21365.0;351.0;5852.0;2597.0;1149.0;22865.0;97.0;4;17;
4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;;;;;;4;FUNDACAO UNIVERSIDADE DO AMAZONAS;1;1;1;AM;Manaus;21034.0;19828.0;1206.0;2867.0;3519.0;11.0;21045.0;114.0;6;3;
1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;;;;;;112;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;1;2;1;MG;Belo Horizonte;20325.0;19551.0;774.0;5824.0;1996.0;321.0;20646.0;145.0;19;1;
5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;;;;;;14054;FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI;1;1;1;PI;Teresina;20031.0;17863.0;2168.0;4808.0;2733.0;15509.0;35540.0;100.0;4;48;
574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;;;;;;9053;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;1;1;1;RJ;Seropédica;19708.0;13809.0;5899.0;5091.0;2706.0;3022.0;22730.0;66.0;3;22;
54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;;;;;;12575;UNIVERSIDADE ESTADUAL DE CAMPINAS;1;2;1;SP;Campinas;19421.0;19421.0;0.0;4224.0;2947.0;580.0;20001.0;83.0;3;0;
756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;;;;;;512;FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI FUESPI;1;2;1;PI;Teresina;19340.0;12675.0;6665.0;5798.0;2807.0;48.0;19388.0;131.0;16;30;
576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;;;;;;15648;UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF;1;1;1;MG;Juiz de Fora;19145.0;18272.0;873.0;3938.0;2376.0;564.0;19709.0;91.0;2;30;
719;Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT;UNEMAT;;;;;;482;FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO;1;2;1;MT;Cáceres;18954.0;17705.0;1249.0;5269.0;3408.0;5970.0;24924.0;142.0;38;27;
568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;;;;;;390;UNIVERSIDADE ESTADUAL DO MARANHAO;1;2;1;MA;São Luís;18909.0;14580.0;4329.0;4103.0;1895.0;654.0;19563.0;166.0;38;48;
1810;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;IFSP;;;;;;14163;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO;1;1;4;SP;São Paulo;18754.0;17784.0;970.0;7402.0;2499.0;833.0;19587.0;156.0;31;14;
1487;CENTRO UNIVERSITÁRIO UNIDOM - BOSCO;UNIDOM - BOSCO;;;;;;985;DOM BOSCO ENSINO SUPERIOR LTDA.;2;4;2;PR;Curitiba;18663.0;3520.0;15143.0;10524.0;1413.0;841.0;19504.0;62.0;1;256;
420;UNIVERSIDADE DE MARÍLIA;UNIMAR;;;;;;292;ASSOCIACAO DE ENSINO DE MARILIA LTDA;2;4;1;SP;Marília;18610.0;5261.0;13349.0;8417.0;3360.0;4908.0;23518.0;69.0;1;70;
582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;;;;;;14678;UNIVERSIDADE FEDERAL DE SANTA MARIA;1;1;1;RS;Santa Maria;18517.0;16956.0;1561.0;5798.0;2662.0;1264.0;19781.0;128.0;4;41;
1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;;;;;;740;CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA;2;4;2;DF;Brasília;18417.0;7334.0;11083.0;9860.0;2915.0;2037.0;20454.0;109.0;1;23;
1807;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;IFCE;;;;;;13984;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA;1;1;4;CE;Fortaleza;18354.0;17835.0;519.0;5128.0;1560.0;3137.0;21491.0;127.0;30;9;
1853;Centro Universitário UNIBTA;;;;;;;18055;OYA EDUCACIONAL LTDA;2;4;2;SP;São Paulo;18231.0;129.0;18102.0;9907.0;1250.0;653.0;18884.0;84.0;1;247;
550;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;;;;;;382;UNIVERSIDADE ESTADUAL DA PARAIBA;1;2;1;PB;Campina Grande;18165.0;17141.0;1024.0;5478.0;2237.0;667.0;18832.0;64.0;9;3;
29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;;;;;;29;FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE;1;2;1;CE;Fortaleza;18104.0;15279.0;2825.0;4026.0;2151.0;22223.0;40327.0;93.0;11;29;
584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;;;;;;14856;UNIVERSIDADE FEDERAL DE GOIAS;1;1;1;GO;Goiânia;17877.0;17727.0;150.0;4722.0;2491.0;2519.0;20396.0;110.0;3;11;
1153;UNIVERSIDADE CÂNDIDO MENDES;UCAM;;;;;;134;ASSOCIACAO SOCIEDADE BRASILEIRA DE INSTRUCAO - EM RECUPERACAO JUDICIAL;2;5;1;RJ;Rio de Janeiro;17537.0;5918.0;11619.0;8850.0;1578.0;1228.0;18765.0;68.0;5;52;
40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;;;;;;36;UNIVERSIDADE DO ESTADO DA BAHIA;1;2;1;BA;Salvador;17471.0;16418.0;1053.0;4054.0;2754.0;261.0;17732.0;137.0;25;36;
330;UNIVERSIDADE IGUAÇU;UNIG;;;;;;230;ASSOCIACAO DE ENSINO SUPERIOR DE NOVA IGUACU;2;5;1;RJ;Nova Iguaçu;17056.0;12260.0;4796.0;6154.0;2627.0;675.0;17731.0;67.0;2;13;
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;;;;;;805;ASBEC-SOCIEDADE BAIANA DE EDUCACAO E CULTURA LTDA;2;4;2;BA;Salvador;16195.0;8907.0;7288.0;9653.0;1713.0;171.0;16366.0;98.0;1;27;
527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;;;;;;366;SOCIEDADE GOIANA DE CULTURA;2;5;1;GO;Goiânia;16153.0;13788.0;2365.0;5504.0;1978.0;3495.0;19648.0;71.0;1;1;
38;UNIVERSIDADE DO ESTADO DO PARÁ;UEPA;;;;;;34;UNIVERSIDADE DO ESTADO DO PARA UEP;1;2;1;PA;Belém;15560.0;14676.0;884.0;3107.0;1954.0;230.0;15790.0;154.0;22;9;
4702;CENTRO UNIVERSITÁRIO BRASILEIRO;UNIBRA;;;;;;2996;IBGM - INSTITUTO BRASILEIRO DE GESTAO & MARKETING LTDA - EPP;2;4;2;PE;Recife;15520.0;15397.0;123.0;5125.0;2108.0;5580.0;21100.0;38.0;1;1;
206;Centro Universitário Católico Ítalo Brasileiro;UNIÍTALO;;;;;;145;INSTITUICAO EDUCACIONAL PROFESSOR PASQUALE CASCINO;2;5;2;SP;São Paulo;15482.0;6120.0;9362.0;10366.0;2286.0;459.0;15941.0;88.0;1;4;
3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;;;;;;2015;UNIVERSIDADE DO ESTADO DO AMAZONAS;1;2;1;AM;Manaus;15424.0;15424.0;0.0;2592.0;1968.0;74.0;15498.0;179.0;39;0;
4925;FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC;UFABC;;;;;;12529;FUNDACAO UNIVERSIDADE FEDERAL DO ABC - UFABC;1;1;1;SP;Santo André;15412.0;15412.0;0.0;2290.0;1285.0;649.0;16061.0;31.0;2;0;
1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;;;;;;1;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;1;1;1;MT;Cuiabá;15397.0;13494.0;1903.0;5095.0;1507.0;10798.0;26195.0;101.0;5;26;
634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;;;;;;410;UNIVERSIDADE FEDERAL DE PELOTAS;1;1;1;RS;Pelotas;15285.0;14208.0;1077.0;4559.0;2008.0;922.0;16207.0;103.0;3;33;
13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;;;;;;13;FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL;2;5;1;RS;Caxias do Sul;15192.0;12694.0;2498.0;5894.0;2303.0;7302.0;22494.0;158.0;8;9;
409;UNIVERSIDADE DE PERNAMBUCO;UPE;;;;;;283;FUNDACAO UNIVERSIDADE DE PERNAMBUCO;1;2;1;PE;Recife;15071.0;14015.0;1056.0;3290.0;2112.0;430.0;15501.0;67.0;11;14;
402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;;;;;;277;CENTRO DE ENSINO UNIFICADO DE BRASILIA CEUB;2;5;2;DF;Brasília;14718.0;12546.0;2172.0;4766.0;2572.0;8036.0;22754.0;71.0;1;3;
140;UNIVERSIDADE DE VASSOURAS;UNIVASSOURAS;;;;;;100;FUNDACAO EDUCACIONAL SEVERINO SOMBRA;2;5;1;RJ;Vassouras;14545.0;12775.0;1770.0;5964.0;1299.0;156.0;14701.0;59.0;3;9;
3294;CENTRO UNIVERSITÁRIO FAVENI;UNIFAVENI;;;;;;17427;UNIFAVENI  CENTRO UNIVERSITARIO FAVENI LTDA;2;4;2;SP;Guarulhos;14263.0;36.0;14227.0;5548.0;385.0;1387.0;15650.0;92.0;1;324;
587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;;;;;;15599;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;1;1;1;PE;Recife;14173.0;12047.0;2126.0;4584.0;1126.0;867.0;15040.0;52.0;4;16;
2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;;;;;;14341;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;1;1;1;PB;Campina Grande;14135.0;14135.0;0.0;4018.0;1826.0;795.0;14930.0;77.0;7;0;
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;;;;;;66;FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA;2;5;1;SC;Joaçaba;14050.0;13383.0;667.0;5386.0;2078.0;328.0;14378.0;132.0;10;11;
21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;;;;;;21;UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA;2;5;1;RS;Porto Alegre;13994.0;11969.0;2025.0;5918.0;1811.0;2369.0;16363.0;68.0;1;8;
107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;;;;;;81;UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI;1;1;1;MG;São João del Rei;13832.0;13119.0;713.0;2750.0;1158.0;0.0;13832.0;52.0;4;13;
19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;;;;;;19;SOCIEDADE CAMPINEIRA DE EDUCACAO E INSTRUCAO;2;5;1;SP;Campinas;13744.0;13744.0;0.0;3891.0;2189.0;7798.0;21542.0;66.0;1;0;
521;UNIVERSIDADE DE MOGI DAS CRUZES;UMC;;;;;;362;ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA;2;4;1;SP;Mogi das Cruzes;13742.0;12467.0;1275.0;6101.0;1637.0;1303.0;15045.0;60.0;2;2;
9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;;;;;;37;SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI;1;2;1;PR;Londrina;13523.0;13243.0;280.0;3264.0;2110.0;2142.0;15665.0;58.0;1;15;
7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;;;;;;1302;FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS;1;1;1;SP;São Carlos;13363.0;12803.0;560.0;3562.0;1780.0;224.0;13587.0;69.0;4;13;
8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;;;;;;15588;UNIVERSIDADE FEDERAL DE VICOSA;1;1;1;MG;Viçosa;13257.0;13257.0;0.0;3450.0;1967.0;557.0;13814.0;75.0;3;0;
664;UNIVERSIDADE VILA VELHA;UVV;;;;;;17982;SOCIEDADE EDUCACAO E GESTAO DE EXCELENCIA I VILA VELHA S.A;2;4;1;ES;Vila Velha;13151.0;8269.0;4882.0;5807.0;1813.0;1832.0;14983.0;73.0;1;44;
641;UNIVERSIDADE LA SALLE;UNILASALLE;;;;;;417;SOCIEDADE PORVIR CIENTIFICO;2;5;1;RS;Canoas;13122.0;3489.0;9633.0;8464.0;960.0;1890.0;15012.0;66.0;1;56;
589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;;;;;;15945;UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA;1;1;1;RN;Mossoró;12942.0;11583.0;1359.0;1951.0;941.0;88.0;13030.0;47.0;4;7;
83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;;;;;;67;FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI;2;5;1;SC;Itajaí;12827.0;10713.0;2114.0;7202.0;1942.0;1368.0;14195.0;108.0;6;7;
57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;;;;;;37;SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI;1;2;1;PR;Maringá;12808.0;11702.0;1106.0;4328.0;1803.0;101.0;12909.0;91.0;6;27;
693;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;UNIRIO;;;;;;461;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;1;1;1;RJ;Rio de Janeiro;12554.0;9461.0;3093.0;3423.0;1631.0;7082.0;19636.0;49.0;1;23;
1365;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;UNASP;;;;;;144;INSTITUTO ADVENTISTA DE ENSINO;2;5;2;SP;São Paulo;12387.0;7255.0;5132.0;4913.0;1008.0;2006.0;14393.0;87.0;3;97;
952;UNIVERSIDADE SANTA CECÍLIA;UNISANTA;;;;;;676;INSTITUTO SUPERIOR DE EDUCACAO SANTA CECILIA;2;5;1;SP;Santos;12278.0;4765.0;7513.0;7632.0;2956.0;249.0;12527.0;69.0;1;111;
47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;;;;;;42;UNIVERSIDADE ESTADUAL DE GOIAS;1;2;1;GO;Anápolis;12206.0;11304.0;902.0;4847.0;1973.0;336.0;12542.0;156.0;38;15;
1892;Centro Universitário de Excelência Eniac;ENIAC;;;;;;1243;EDVAC SERVICOS EDUCACIONAIS LTDA;2;4;2;SP;Guarulhos;12200.0;7580.0;4620.0;4962.0;1704.0;0.0;12200.0;78.0;1;26;
591;UNIVERSIDADE FEDERAL DE SÃO PAULO;UNIFESP;;;;;;9144;UNIVERSIDADE FEDERAL DE SAO PAULO;1;1;1;SP;São Paulo;12151.0;12101.0;50.0;3183.0;1978.0;561.0;12712.0;57.0;6;1;
4017;CENTRO UNIVERSITÁRIO PADRE ANCHIETA;UNIANCHIETA;;;;;;2500;ESCOLAS PADRE ANCHIETA LTDA;2;4;2;SP;Jundiaí;12139.0;8334.0;3805.0;6463.0;1436.0;1914.0;14053.0;54.0;1;1;
669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;;;;;;441;CENTRO DE ENSINO SUPERIOR NILTON LINS;2;5;1;AM;Manaus;12012.0;11283.0;729.0;4209.0;1415.0;1149.0;13161.0;44.0;1;6;
6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;;;;;;6;UNIVERSIDADE FEDERAL DE OURO PRETO;1;1;1;MG;Ouro Preto;11982.0;11138.0;844.0;3503.0;1692.0;375.0;12357.0;56.0;3;27;
2625;CENTRO UNIVERSITÁRIO UFBRA;UFBRA;;;;;;17384;APRIMORAR EDUCACIONAL LTDA;2;4;2;SP;São José dos Campos;11976.0;112.0;11864.0;17690.0;0.0;427.0;12403.0;62.0;1;121;
482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;;;;;;332;FUNDACAO EDUCACIONAL DE CRICIUMA;2;5;1;SC;Criciúma;11655.0;9503.0;2152.0;4033.0;1580.0;4538.0;16193.0;65.0;1;20;
271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;;;;;;194;ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC;2;5;1;SP;Presidente Prudente;11561.0;9462.0;2099.0;3596.0;1830.0;3723.0;15284.0;88.0;3;73;
71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;;;;;;55;FUNDACAO UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - FUERN;1;2;1;RN;Mossoró;11369.0;9087.0;2282.0;2693.0;1377.0;35.0;11404.0;70.0;6;1;
609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;UNIOESTE;;;;;;37;SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI;1;2;1;PR;Cascavel;11214.0;8683.0;2531.0;3769.0;2289.0;959.0;12173.0;71.0;5;1;
34;FACULDADE DE TECNOLOGIA DE SÃO PAULO;FATEC-SP;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;São Paulo;11089.0;3965.0;7124.0;6361.0;1519.0;1843.0;12932.0;20.0;1;44;
823;UNIVERSIDADE CEUMA;UNICEUMA;;;;;;2559;CEUMA-ASSOCIACAO DE ENSINO SUPERIOR;2;5;1;MA;São Luís;11005.0;9862.0;1143.0;3588.0;1782.0;842.0;11847.0;68.0;2;7;
830;UNIVERSIDADE FEDERAL DO AMAPÁ;UNIFAP;;;;;;574;FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA;1;1;1;AP;Macapá;10894.0;9622.0;1272.0;1440.0;676.0;15.0;10909.0;52.0;4;4;
135;Claretiano - Centro Universitário;CLARETIANOBT;;;;;;780;ACAO EDUCACIONAL CLARETIANA;2;5;2;SP;Batatais;10852.0;829.0;10023.0;6858.0;2992.0;357.0;11209.0;57.0;1;93;
605;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;USCS;;;;;;394;UNIVERSIDADE MUNICIPAL DE SAO CAETANO DO SUL;1;7;1;SP;São Caetano do Sul;10823.0;10029.0;794.0;5064.0;1484.0;368.0;11191.0;57.0;3;3;
384;Universidade Evangélica de Goiás;UniEVANGÉLICA;;;;;;267;ASSOCIACAO EDUCATIVA EVANGELICA;2;5;1;GO;Anápolis;10727.0;9823.0;904.0;2907.0;1573.0;484.0;11211.0;68.0;5;8;
367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;;;;;;256;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;1;2;1;MG;Montes Claros;10721.0;9499.0;1222.0;2636.0;1157.0;147.0;10868.0;67.0;11;29;
3974;UNIVERSIDADE DE RIO VERDE;FESURV;;;;;;73;FESURV - UNIVERSIDADE DE RIO VERDE;1;3;1;GO;Rio Verde;10507.0;10507.0;0.0;3873.0;1096.0;1088.0;11595.0;25.0;6;0;
43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;;;;;;39;FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC;1;2;1;SC;Florianópolis;10386.0;9758.0;628.0;3344.0;1435.0;413.0;10799.0;60.0;10;23;
15859;Faculdade Católica Paulista;FACAP;;;;;;15215;ASSOCIACAO EDUCACIONAL LATINO AMERICANA;2;5;3;SP;Marília;10329.0;208.0;10121.0;2147.0;1909.0;7615.0;17944.0;52.0;1;16;
852;FIAP - Centro Universitário;;;;;;;14753;VSTP EDUCACAO S.A.;2;4;2;SP;São Paulo;10296.0;4758.0;5538.0;5639.0;2347.0;2104.0;12400.0;48.0;1;1;
546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUCSP;;;;;;378;FUNDACAO SAO PAULO;2;5;1;SP;São Paulo;10232.0;10232.0;0.0;2464.0;1891.0;1014.0;11246.0;37.0;2;0;
953;UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;;;;;;677;CENTRO DE ESTUDOS UNIFICADOS BANDEIRANTE;2;5;1;SP;Santos;10138.0;2418.0;7720.0;4387.0;2425.0;1119.0;11257.0;56.0;1;128;
3849;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;;;;;;15498;FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS;1;1;1;TO;Palmas;10104.0;8959.0;1145.0;1838.0;1286.0;209.0;10313.0;52.0;5;18;
