CO_IES;NO_IES;SG_IES;GRUPO;GRUPO_CONSOLIDADO;MARCA;ORIGEM_GRUPO;ABA;CO_MANTENEDORA;NO_MANTENEDORA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;TP_ORGANIZACAO_ACADEMICA;SG_UF_IES;NO_MUNICIPIO_IES;QT_MAT_TOTAL;QT_MAT_PRESENCIAL;QT_MAT_EAD;QT_ING;QT_CONC;QT_TRANCADA;QT_BASE_ALUNOS;QT_CURSOS;QT_MUNIC_PRESENCIAL;QT_MUNIC_EAD;NO_IES_SUPORTE
1601;FACULDADE CIDADE DE COROMANDEL;FCC;;;;;;1052;ASSOCIACAO EDUCACIONAL DE COROMANDEL - AEC;2;5;3;MG;Coromandel;222.0;222.0;0.0;49.0;25.0;8.0;230.0;7.0;1;0;
1815;FACULDADE DO INSTITUTO BRASIL;FIBRA;;;;;;1201;INSTITUTO BRASIL DE CIENCIA & TECNOLOGIA LTDA;2;4;3;GO;Anápolis;221.0;221.0;0.0;99.0;45.0;7.0;228.0;4.0;1;0;
2478;FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL;FISUL;;;;;;1619;INESCO - INSTITUTO DE ENSINO SUPERIOR DO CONE SUL LTDA - EPP;2;4;3;RS;Garibaldi;221.0;221.0;0.0;59.0;43.0;47.0;268.0;6.0;1;0;
1300;INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH;ITES;;;;;;867;FUNDACAO EDUCACIONAL DE TAQUARITINGA - FETAQ;2;5;3;SP;Taquaritinga;220.0;220.0;0.0;68.0;46.0;11.0;231.0;5.0;1;0;
24055;FACULDADE FASIPE DE PRIMAVERA;FFP;;;;;;17331;INSTITUTO DE ENSINO CENTRO OESTE LTDA;2;4;3;MT;Primavera do Leste;220.0;220.0;0.0;78.0;0.0;48.0;268.0;5.0;1;0;
24168;Faculdade Unida de São Paulo;FAUSP;;;;;;17313;EDUCAWORLD EDUCACIONAL EIRELI;2;4;3;SP;São Paulo;220.0;220.0;0.0;108.0;0.0;2.0;222.0;1.0;1;0;
1850;Centro Universitário Santa Maria da Glória;UNISMG;;;;;;17410;ASSOCIACAO DE ENSINO EVEREST;2;5;2;PR;Maringá;219.0;206.0;13.0;61.0;63.0;3.0;222.0;14.0;1;1;
14148;Faculdade Presidente Antônio Carlos de Mariana;FAPAM;;;;;;221;FUNDACAO PRESIDENTE ANTONIO CARLOS;2;5;3;MG;Mariana;219.0;219.0;0.0;52.0;39.0;0.0;219.0;1.0;1;0;
1977;CENTRO DE ESTUDOS SUPERIORES APRENDIZ;CESA;;;;;;1296;CENTRO EDUCACIONAL APRENDIZ LTDA;2;4;3;MG;Barbacena;217.0;217.0;0.0;1.0;70.0;384.0;601.0;1.0;1;0;
2859;FACULDADE DE BELÉM;FABEL;;;;;;1865;UNEMPE - UNIAO EMPRESARIAL EDUCACIONAL LTDA;2;4;3;PA;Belém;217.0;217.0;0.0;85.0;25.0;24.0;241.0;1.0;1;0;
18749;Faculdade de Elesbão Veloso;FAEVE;;;;;;16110;FAEVE - FACULDADE ELESBAO VELOSO LTDA;2;4;3;PI;Elesbão Veloso;216.0;216.0;0.0;0.0;152.0;0.0;216.0;1.0;1;0;
2806;FACULDADE EVANGÉLICA DE SÃO PAULO;;;;;;;1827;IGREJA EVANGELICA ASSEMBLEIA DE DEUS EM SAO PAULO;2;5;3;SP;São Paulo;215.0;215.0;0.0;102.0;13.0;150.0;365.0;2.0;1;0;
5314;Faculdades Doctum de Guarapari;DOCTUM;;;;;;218;INSTITUTO ENSINAR BRASIL;2;5;3;ES;Guarapari;215.0;215.0;0.0;63.0;55.0;12.0;227.0;3.0;1;0;
4829;ESCOLA SUPERIOR DE ARTES CÉLIA HELENA;;;;;;;3080;ASSOCIACAO DE ARTE E ENSINO SUPERIOR;2;5;3;SP;São Paulo;214.0;214.0;0.0;73.0;70.0;62.0;276.0;2.0;1;0;
13695;ESCOLA DE MATEMÁTICA APLICADA;EMAp-FGV;;;;;;110;FUNDACAO GETULIO VARGAS;2;5;3;RJ;Rio de Janeiro;214.0;214.0;0.0;99.0;53.0;39.0;253.0;2.0;1;0;
18814;Faculdade Ibiapaba;;;;;;;16129;FACULDADE DE EDUCACAO E CULTURA DA SERRA DA IBIAPABA LTDA;2;4;3;CE;Tianguá;214.0;214.0;0.0;51.0;46.0;11.0;225.0;7.0;1;0;
4162;Faculdade SENAC Goiás;FacSenacGO;;;;;;2612;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC;2;5;3;GO;Goiânia;213.0;213.0;0.0;0.0;99.0;14.0;227.0;3.0;1;0;
1313;CENTRO UNIVERSITÁRIO DE SUZANO;UNISUZANO;;;;;;16134;UNIESP S.A;2;5;2;SP;Suzano;212.0;212.0;0.0;122.0;31.0;20.0;232.0;3.0;1;0;
2242;FACULDADE DO RECIFE;FAREC;;;;;;1125;APESU ENSINO SUPERIOR DE PERNAMBUCO LTDA;2;4;3;PE;Recife;212.0;212.0;0.0;31.0;14.0;4.0;216.0;2.0;1;0;
20499;Faculdade da Polícia Militar;FPM;;;;;;16394;FUNDACAO TIRADENTES;2;5;3;GO;Goiânia;212.0;212.0;0.0;102.0;4.0;0.0;212.0;4.0;1;0;
24300;Faculdade Unida de São Paulo - EAD;FAUSP - EAD;;;;;;17313;EDUCAWORLD EDUCACIONAL EIRELI;2;4;3;SP;São Paulo;212.0;0.0;212.0;88.0;0.0;0.0;212.0;7.0;0;1;
3920;FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE;FATEC SENAI RM;;;;;;2476;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI;2;5;3;GO;Anápolis;211.0;211.0;0.0;137.0;26.0;51.0;262.0;3.0;1;0;
3815;FACULDADE DE DIREITO DE ALTA FLORESTA;;;;;;;2403;IENOMAT-INSTITUTO EDUCACIONAL DO NORTE DE MATO GROSSO;2;5;3;MT;Alta Floresta;210.0;210.0;0.0;90.0;49.0;0.0;210.0;5.0;1;0;
668;CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS;CIESA;;;;;;18648;WD EDUCACIONAL LTDA;2;4;2;AM;Manaus;209.0;209.0;0.0;0.0;115.0;0.0;209.0;9.0;1;0;
19325;Faculdade do Centro Oeste Paulista;FACOP;;;;;;16111;SDO SISTEMA DE DOCUMENTACAO ODONTOLOGICA LTDA;2;4;3;SP;Piratininga;209.0;209.0;0.0;51.0;50.0;5.0;214.0;3.0;1;0;
1267;INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS;IESGF;;;;;;847;AESGF ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS LTDA;2;4;3;SC;São José;208.0;208.0;0.0;133.0;31.0;33.0;241.0;9.0;1;0;
18497;Faculdade Maranhense;FAM;;;;;;18674;SOCIEDADE FAM DE EDUCACAO E TECNOLOGIAS LTDA;2;4;3;MA;Parnarama;208.0;208.0;0.0;19.0;37.0;22.0;230.0;3.0;1;0;
2779;FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE;FIOURO;;;;;;1491;ESCOLAS UNIDAS DE OURO PRETO DO OESTE - UNEOURO;2;5;3;RO;Ouro Preto do Oeste;207.0;207.0;0.0;2.0;66.0;213.0;420.0;8.0;1;0;
18516;FACULDADE MIRIENSE;;;;;;;18103;FACULDADE MIRIENSE LTDA;2;4;3;PA;Igarapé-Miri;207.0;207.0;0.0;67.0;32.0;16.0;223.0;1.0;1;0;
13643;FACULDADES EVANGÉLICAS INTEGRADAS CANTARES DE SALOMÃO;FEICS;;;;;;3664;FUNDACAO CANTARES DE SALOMAO;2;5;3;MT;Cuiabá;206.0;159.0;47.0;97.0;1.0;11.0;217.0;2.0;1;1;
12817;FACULDADE IMESP MONITOR;IMESP;;;;;;18554;IMESP INSTITUTO MONITOR DE ENSINO SUPERIOR LTDA.;2;4;3;SP;São Paulo;205.0;194.0;11.0;75.0;51.0;26.0;231.0;14.0;1;1;
4502;FACULDADES INTEGRADAS CAMPO-GRANDENSES;FIC;;;;;;150;FUNDACAO EDUCACIONAL UNIFICADA CAMPOGRANDENSE;2;5;3;RJ;Rio de Janeiro;204.0;204.0;0.0;47.0;63.0;326.0;530.0;7.0;1;0;
24066;Faculdade Cristã da Cidade;FCC;;;;;;17282;IGREJA BATISTA DA CIDADE DE SAO JOSE DOS CAMPOS;2;5;3;SP;São José dos Campos;204.0;204.0;0.0;204.0;0.0;43.0;247.0;3.0;1;0;
939;FACULDADE CATÓLICA DE ANÁPOLIS;CATÓLICA DE ANÁPOLIS;;;;;;664;FUNDACAO SAO MIGUEL ARCANJO;2;5;3;GO;Anápolis;202.0;202.0;0.0;95.0;36.0;15.0;217.0;6.0;1;0;
1081;FACULDADE DE ENGENHARIA DE RESENDE;FER;;;;;;327;ASSOCIACAO EDUCACIONAL DOM BOSCO;2;5;3;RJ;Resende;201.0;201.0;0.0;35.0;41.0;36.0;237.0;5.0;1;0;
1240;FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO;PIO XII;;;;;;829;ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO;2;5;3;ES;Cariacica;201.0;201.0;0.0;54.0;30.0;73.0;274.0;9.0;1;0;
2240;FACULDADE DE FORTALEZA;FAFOR;;;;;;1081;ASCEC ENSINO SUPERIOR CEARENSE LTDA;2;4;3;CE;Fortaleza;201.0;201.0;0.0;44.0;3.0;4.0;205.0;1.0;1;0;
22764;ESCOLA SUPERIOR DE EDUCAÇÃO;ESJUS;;;;;;16764;INSTITUTO DE EDUCACAO SUPERIOR LATINOAMERICANO - IESLA;2;5;3;MG;Belo Horizonte;200.0;200.0;0.0;104.0;2.0;62.0;262.0;2.0;1;0;
24214;Faculdade dos Gênios;FAGENIUS;;;;;;17288;REDE DE ENSINO MONSTER LTDA;2;4;3;MG;Ipatinga;200.0;0.0;200.0;0.0;110.0;0.0;200.0;2.0;0;1;
26533;FACULDADE GOIÁS;FACGOIAS;;;;;;18264;GOIAS EDUCACIONAL LTDA;2;4;3;GO;Goiânia;200.0;0.0;200.0;200.0;0.0;0.0;200.0;1.0;0;1;
1276;INSTITUTO TAUBATÉ DE ENSINO SUPERIOR;I.T.E.S.;;;;;;851;AESJC ENSINO SUPERIOR DE SAO JOSE DOS CAMPOS LTDA.;2;4;3;SP;Taubaté;199.0;199.0;0.0;148.0;40.0;29.0;228.0;10.0;1;0;
1712;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA;FACET;;;;;;1129;ASSOCIACAO PIAUIENSE DE ENSINO SUPERIOR LTDA - ME;2;4;3;PI;Teresina;199.0;199.0;0.0;120.0;6.0;0.0;199.0;6.0;1;0;
3516;FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO;FAC - SAUDE ARTHE;;;;;;401;FUNDACAO EDUCACIONAL DE ALEM PARAIBA;2;5;3;MG;Além Paraíba;199.0;199.0;0.0;24.0;23.0;30.0;229.0;3.0;1;0;
12772;Faculdade Senac em Minas - Belo Horizonte;FACSENAC-MG/BH;;;;;;1756;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MINAS;2;5;3;MG;Belo Horizonte;199.0;199.0;0.0;107.0;60.0;6.0;205.0;1.0;1;0;
23229;Faculdade Alfredo Nasser de Pontalina;;;;;;;1032;ASSOCIACAO APARECIDENSE DE EDUCACAO;2;5;3;GO;Pontalina;199.0;199.0;0.0;55.0;1.0;37.0;236.0;3.0;1;0;
23332;Faculdade ALFA de Teófilo Otoni;ALFA;;;;;;2371;INSTITUTO EDUCACIONAL ALFAUNIPAC S.A.;2;4;3;MG;Teófilo Otoni;199.0;0.0;199.0;107.0;23.0;1.0;200.0;2.0;0;1;
1721;FACULDADE DE VIÇOSA;FDV;;;;;;1137;ASSOCIACAO VICOSENSE DE ENSINO E PESQUISA LTDA - AVEP - VICOSA - EPP;2;4;3;MG;Viçosa;197.0;194.0;3.0;64.0;48.0;4.0;201.0;11.0;1;1;
627;FACULDADE CNEC VARGINHA;;;;;;;407;CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE;2;5;3;MG;Varginha;196.0;196.0;0.0;69.0;19.0;18.0;214.0;6.0;1;0;
1144;FACULDADE DE CIÊNCIAS HUMANAS;IMENSU;;;;;;788;INSTITUTO MAIRIPORA DE ENSINO SUPERIOR;2;5;3;SP;Mairiporã;196.0;196.0;0.0;105.0;94.0;18.0;214.0;6.0;1;0;
3514;FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES;FACE - ALFOR;;;;;;401;FUNDACAO EDUCACIONAL DE ALEM PARAIBA;2;5;3;MG;Além Paraíba;196.0;196.0;0.0;29.0;32.0;80.0;276.0;3.0;1;0;
3332;FACULDADE DE TECNOLOGIA SENAC RIO;FATEC;;;;;;2085;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC ARRJ;2;5;3;RJ;Rio de Janeiro;195.0;195.0;0.0;138.0;37.0;195.0;390.0;1.0;1;0;
13481;FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA;FRB-GV;;;;;;1218;FUNDACAO DE ROTARIANOS DE SAO PAULO;2;5;3;SP;Cotia;195.0;195.0;0.0;117.0;3.0;43.0;238.0;4.0;1;0;
20615;Faculdade do Sertão Central;FASEC;;;;;;16375;UNIAO ESTUDANTIL DO SERTAO CENTRAL - UNESC LTDA;2;4;3;CE;Milhã;195.0;195.0;0.0;65.0;12.0;25.0;220.0;3.0;1;0;
25223;FACULDADE ATENAS SORRISO;;;;;;;1675;CENTRO EDUCACIONAL HYARTE-ML LTDA;2;4;3;MT;Sorriso;195.0;195.0;0.0;73.0;0.0;3.0;198.0;1.0;1;0;
2591;EPGE Escola Brasileira de Economia e Finanças;FGV EPGE;;;;;;110;FUNDACAO GETULIO VARGAS;2;5;3;RJ;Rio de Janeiro;194.0;194.0;0.0;76.0;38.0;31.0;225.0;1.0;1;0;
21210;Faculdade Estratego;ESTRATEGO;;;;;;16493;ESTRATEGO SISTEMA EDUCACIONAL LTDA - ME;2;4;3;PA;Belém;193.0;193.0;0.0;197.0;0.0;0.0;193.0;1.0;1;0;
22627;Faculdade Abrange ABC;FABRANGE;;;;;;16928;CENTRO EDUCACIONAL ABRANGE ABC LTDA - ME;2;4;3;SP;São Bernardo do Campo;193.0;0.0;193.0;73.0;0.0;13.0;206.0;1.0;0;1;
1498;INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA;IESFAVI;;;;;;581;AVIES ENSINO SUPERIOR DE VITORIA LTDA.;2;4;3;ES;Vitória;192.0;192.0;0.0;90.0;46.0;11.0;203.0;8.0;1;0;
17831;Faculdade UniBRAS Catalão;FACBRAS;;;;;;15861;UNIAO CATALANA DA GESTAO DO CONHECIMENTO LTDA;2;4;3;GO;Catalão;192.0;192.0;0.0;108.0;27.0;5.0;197.0;3.0;1;0;
1079;FACULDADE MARINGÁ;CESPAR;;;;;;754;CENTRO DE ENSINO SUPERIOR DO PARANA - CESPAR;2;5;3;PR;Maringá;191.0;190.0;1.0;40.0;65.0;31.0;222.0;7.0;1;1;
1834;FACULDADE DE AGUDOS;FAAG;;;;;;1216;CENTRO DE ENSINO SUPERIOR DE AGUDOS;2;5;3;SP;Agudos;190.0;146.0;44.0;59.0;67.0;3.0;193.0;12.0;1;1;
2192;INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI;ISEI;;;;;;1439;ASSOCIACAO EVANGELICA DE ENSINO;2;5;3;RS;Ivoti;190.0;190.0;0.0;72.0;28.0;21.0;211.0;7.0;1;0;
22073;FACULDADE MACÊDO DE AMORIM;FAMAM;;;;;;16812;AMORIM ENSINO TECNICO E SUPERIOR LTDA;2;4;3;PE;Vitória de Santo Antão;190.0;190.0;0.0;47.0;21.0;56.0;246.0;5.0;1;0;
159;FACULDADE NOVA ROMA CARUARU;FNR CARUARU;;;;;;2994;CENTRO BRASILEIRO DE PROFISSIONALIZACAO EMPRESARIAL LTDA;2;4;3;PE;Caruaru;188.0;188.0;0.0;77.0;16.0;10.0;198.0;7.0;1;0;
508;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM;FACESM;;;;;;350;CENTRO REGIONAL DE CULTURA;2;5;3;MG;Itajubá;188.0;188.0;0.0;97.0;28.0;6.0;194.0;4.0;1;0;
832;FACULDADE ARQUIDIOCESANA DE CURVELO;FAC;;;;;;1051;FACULDADES UNIDAS DO NORTE LTDA;2;4;3;MG;Curvelo;188.0;188.0;0.0;47.0;53.0;2.0;190.0;3.0;1;0;
3192;FACULDADE SÃO FRANCISCO DE CAJAZEIRAS;FSF;;;;;;2022;CENTRO DE ENSINO SUPERIOR SAO FRANCISCO LTDA - ME;2;4;3;PB;Cajazeiras;188.0;188.0;0.0;45.0;36.0;7.0;195.0;2.0;1;0;
16556;Faculdade ALFAUNIPAC de Capelinha;;;;;;;2371;INSTITUTO EDUCACIONAL ALFAUNIPAC S.A.;2;4;3;MG;Capelinha;188.0;188.0;0.0;49.0;0.0;3.0;191.0;1.0;1;0;
4330;FACULDADE EFICAZ;EFICAZ;;;;;;3395;FACULDADE EFICAZ MARINGA LTDA;2;4;3;PR;Maringá;187.0;28.0;159.0;18.0;43.0;2.0;189.0;8.0;1;1;
435;FACULDADE SANTA MARCELINA MURIAÉ - FASM;FASM;;;;;;303;ASSOCIACAO SANTA MARCELINA;2;5;3;MG;Muriaé;187.0;187.0;0.0;97.0;24.0;91.0;278.0;5.0;1;0;
2444;Faculdade Unirb - Barreiras;F. UNIRB;;;;;;18099;BRASIL EDUCACIONAL SOCIEDADE EMPRESARIA LTDA;2;4;3;BA;Barreiras;185.0;185.0;0.0;32.0;97.0;7.0;192.0;11.0;1;0;
12766;FACULDADE UNIÃO DE CAMPO MOURÃO;;;;;;;18623;CENTRO EDUCACIONAL E TECNOLOGICO PREMIERE LTDA;2;4;3;PR;Campo Mourão;185.0;185.0;0.0;0.0;60.0;361.0;546.0;10.0;1;0;
22319;Faculdade de Tecnologia de Itatiba;Fatec Itatiba;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Itatiba;185.0;185.0;0.0;123.0;25.0;51.0;236.0;3.0;1;0;
25222;FACULDADE ATENAS PORTO SEGURO;;;;;;;1675;CENTRO EDUCACIONAL HYARTE-ML LTDA;2;4;3;BA;Porto Seguro;184.0;184.0;0.0;74.0;0.0;5.0;189.0;1.0;1;0;
4610;FACULDADE DE TECNOLOGIA ASSESSORITEC;;;;;;;2927;ASSOCIACAO EDUCACIONAL E TECNOLOGICA DE SANTA CATARINA;2;5;3;SC;Joinville;184.0;0.0;184.0;112.0;12.0;52.0;236.0;2.0;0;1;
4902;FACULDADE BATISTA PIONEIRA;;;;;;;3128;ASSOCIACAO EDUCACIONAL BATISTA PIONEIRA;2;5;3;RS;Ijuí;183.0;54.0;129.0;132.0;10.0;70.0;253.0;2.0;1;1;
370;FACULDADE PAULISTA DE ARTES;FPA;;;;;;806;IBDE INSTITUTO BRASILEIRO DE DESENV.EMPRESARIAL;2;5;3;SP;São Paulo;183.0;183.0;0.0;105.0;17.0;1.0;184.0;4.0;1;0;
2845;Cesrei Faculdade;;;;;;;1854;CENTRO DE EDUCACAO SUPERIOR CESREI LTDA;2;4;3;PB;Campina Grande;183.0;183.0;0.0;61.0;58.0;21.0;204.0;4.0;1;0;
22325;Faculdade Christus;Christus Eusébio;;;;;;1246;IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA.;2;4;3;CE;Eusébio;183.0;183.0;0.0;111.0;0.0;7.0;190.0;5.0;1;0;
1948;FACULDADE DE ENSINO SUPERIOR DA PARAÍBA;FESP;;;;;;1282;SEDUP - SOCIEDADE EDUCACIONAL DA PARAIBA LTDA;2;4;3;PB;João Pessoa;182.0;182.0;0.0;46.0;45.0;1.0;183.0;1.0;1;0;
17590;Faculdade ISAE BRASIL;ISAE;;;;;;15741;INSTITUTO SUPERIOR DE ADMINISTR E ECONOMIA DO MERCOSUL;2;5;3;PR;Curitiba;181.0;1.0;180.0;45.0;61.0;15.0;196.0;2.0;1;1;
2131;FACULDADE DE SÃO BERNARDO DO CAMPO;FAPAN;;;;;;16134;UNIESP S.A;2;4;3;SP;São Bernardo do Campo;181.0;181.0;0.0;136.0;54.0;1.0;182.0;1.0;1;0;
3590;FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA;FESVIP;;;;;;2276;ESCOLA DE ENFERMAGEM SAO VICENTE DE PAULA LTDA - EPP;2;4;3;PB;João Pessoa;181.0;181.0;0.0;35.0;44.0;23.0;204.0;1.0;1;0;
18703;ENSINO SUPERIOR ALBERT SABIN;ESAS;;;;;;18206;NIMAB EDUCACIONAL LTDA;2;4;3;DF;Brasília;181.0;181.0;0.0;119.0;39.0;19.0;200.0;2.0;1;0;
13782;FACULDADE DE SANTA CRUZ DA BAHIA;FSC;;;;;;3400;UNIAO DE ENSINO DE SANTA CRUZ - UNIESC LTDA;2;4;3;BA;Itaberaba;180.0;180.0;0.0;57.0;25.0;22.0;202.0;3.0;1;0;
25181;FACULDADE ALPHAVILLE;FAVI;;;;;;17563;UNIAO ALPHAVILLE INSTITUTO EDUCACIONAL LTDA;2;4;3;SP;Osasco;180.0;0.0;180.0;174.0;6.0;124.0;304.0;3.0;0;25;
5369;FACULDADES INTEGRADAS ASMEC;ASMEC;;;;;;715;UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA;2;4;3;MG;Ouro Fino;179.0;179.0;0.0;61.0;29.0;12.0;191.0;7.0;1;0;
17749;Faculdade América;América;;;;;;15805;GVIX EDUCACAO LTDA;2;4;3;ES;Cachoeiro de Itapemirim;179.0;179.0;0.0;0.0;30.0;40.0;219.0;3.0;1;0;
19635;Faculdade de Ensino Superior Pelegrino Cipriani;FASPEC;;;;;;16287;MANTENEDORA EDUCACIONAL PELEGRINO CIPRIANI LTDA;2;4;3;MT;Cuiabá;177.0;0.0;177.0;156.0;0.0;0.0;177.0;4.0;1;2;
1441;FACULDADE DE TECNOLOGIA DO PIAUÍ;FATEPI;;;;;;952;GRUPO MAGISTER DE ENSINO SUPERIOR LTDA - EPP;2;4;3;PI;Teresina;177.0;177.0;0.0;67.0;37.0;39.0;216.0;2.0;1;0;
1797;FACULDADES LONDRINA;;;;;;;16533;SOCIEDADE LONDRINENSE DE ENSINO LTDA;2;4;3;PR;Londrina;177.0;177.0;0.0;111.0;42.0;96.0;273.0;3.0;1;0;
21204;FACULDADE UNITERP;FACTERP;;;;;;12629;CENTRO EDUCACIONAL MICHELIN LTDA;2;4;3;SP;São José do Rio Preto;177.0;177.0;0.0;159.0;41.0;151.0;328.0;4.0;1;0;
21593;Faculdade Plus;PLUS;;;;;;16537;INSTITUTO TEOLOGICO PADRE GIULIANO - ITEPAGI;2;5;3;CE;Fortaleza;176.0;176.0;0.0;30.0;22.0;77.0;253.0;2.0;1;0;
18826;Faculdade FILOS;;;;;;;16137;INSTITUTO DE EDUCACAO E CULTURA AGUAS LINDAS S/C LTDA - ME;2;4;3;GO;Águas Lindas de Goiás;175.0;175.0;0.0;103.0;13.0;22.0;197.0;4.0;1;0;
22866;Faculdade Associada Brasil - EAD;;;;;;;16715;ASSOCIACAO EDUCACIONAL E CULTURAL PAULISTANA;2;5;3;SP;São Paulo;175.0;0.0;175.0;145.0;16.0;114.0;289.0;7.0;0;1;
25167;FACULDADE UNITBRASIL;;;;;;;17555;DEGMAR KEFLER MIRANDA EIRELI;2;4;3;BA;Ibicaraí;175.0;0.0;175.0;236.0;0.0;2.0;177.0;2.0;0;4;
214;FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG;FEAMIG;;;;;;1136;CESMIG - CENTRO DE ENSINO SUPERIOR MINAS GERAIS LTDA - ME;2;4;3;MG;Belo Horizonte;174.0;64.0;110.0;0.0;25.0;3.0;177.0;7.0;1;1;
17876;FACULDADE ESPÍRITO SANTO;FAES;;;;;;18603;IEB - INSTITUTO EDUCACIONAL DO SUL DA BAHIA LTDA;2;4;3;BA;Eunápolis;174.0;174.0;0.0;71.0;5.0;24.0;198.0;3.0;1;0;
13073;FACULDADE DE TECNOLOGIA AEROTD;AEROTD;;;;;;12250;AERO TD ESCOLA DE AVIACAO CIVIL LTDA - ME;2;4;3;SC;Florianópolis;174.0;0.0;174.0;77.0;25.0;52.0;226.0;2.0;0;2;
405;FOCCA - FACULDADE DE OLINDA;FOCCA;;;;;;280;ASSOCIACAO OLINDENSE DOM VITAL DE ENSINO SUPERIOR;2;5;3;PE;Olinda;173.0;149.0;24.0;35.0;26.0;38.0;211.0;8.0;1;1;
5105;Centro Universitário Internacional Signorelli;UNISIGNORELLI;;;;;;3266;INSTITUTO DE GESTAO EDUCACIONAL SIGNORELLI LTDA.;2;4;2;RJ;Rio de Janeiro;173.0;108.0;65.0;73.0;68.0;259.0;432.0;40.0;1;9;
1302;FACULDADE BATISTA BRASILEIRA;FBB;;;;;;869;CRUZADA MARANATA DE EVANGELIZACAO;2;5;3;BA;Salvador;173.0;173.0;0.0;27.0;48.0;12.0;185.0;2.0;1;0;
15704;Faculdade de Tecnologia de Capão Bonito;FATEC-CB;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Capão Bonito;173.0;173.0;0.0;96.0;42.0;31.0;204.0;2.0;1;0;
17758;Faculdades FAMEP Unidade Euclides da Cunha - BA;FAMEP;;;;;;16815;SOCIEDADE EDUCACIONAL FAMEP LTDA - ME;2;4;3;BA;Euclides da Cunha;173.0;173.0;0.0;71.0;13.0;25.0;198.0;5.0;1;0;
1932;FACULDADE PALOTINA;FAPAS;;;;;;16122;ENTIDADE PALOTINA DE EDUCACAO E CULTURA;2;5;3;RS;Santa Maria;172.0;172.0;0.0;57.0;36.0;5.0;177.0;4.0;1;0;
3682;INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA;ISEMI;;;;;;2331;FUNDACAO UNIVERSITARIA DE ITAPERUNA;1;3;3;RJ;Itaperuna;172.0;172.0;0.0;76.0;1.0;62.0;234.0;3.0;1;0;
1800;Faculdade REGES de Realeza;;;;;;;1194;CENTRO DE ENSINO SUPERIOR DE REALEZA ( CESREAL );2;5;3;PR;Realeza;171.0;171.0;0.0;40.0;57.0;0.0;171.0;3.0;1;0;
1864;FACULDADE DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO;FABE;;;;;;1228;ASSOCIACAO BRASILIENSE DE EDUCACAO;2;5;3;RS;Marau;171.0;171.0;0.0;41.0;29.0;12.0;183.0;5.0;1;0;
1998;INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL;ISEED;;;;;;18068;EDUCARE SISTEMA EDUCACIONAL DE ENSINO SUPERIOR LTDA;2;4;3;MG;Virginópolis;171.0;171.0;0.0;45.0;17.0;0.0;171.0;7.0;1;0;
19878;FACULDADE CATEDRAL;FacCATEDRAL;;;;;;18630;FACULDADE CATEDRAL LTDA;2;4;3;GO;Valparaíso de Goiás;171.0;171.0;0.0;180.0;8.0;0.0;171.0;3.0;1;0;
21764;Faculdade de Ciências da Saúde IGESP;;;;;;;16701;IGESP EDUCACAO E SAUDE LTDA;2;4;3;SP;São Paulo;171.0;171.0;0.0;39.0;40.0;10.0;181.0;1.0;1;0;
