co_ies;ies_censo;grupo;uf_censo;co_mantenedora;mantenedora;cnpj;natureza_juridica;ies_emec;sigla;endereco_sede;municipio;uf;organizacao;credenciamento;categoria;ci;ci_ead;igc;sinalizacoes;situacao
80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;Independentes;SC;64;FUNDACAO UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI - UNIDAVI -;85.784.023/0001-97;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ (UNIDAVI);UNIDAVI;Rua Dr. Guilherme Gemballa - 13 - CEP: 89160-932 - Jardim América;Rio do Sul;SC;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;4;;Ativa
2183;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;Independentes;SP;149;FUNDACAO SANTO ANDRE;57.538.696/0001-21;Fundação Pública de Direito Privado Municipal;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ (CUFSA);CUFSA;Avenida Príncipe de Gales - 821 - CEP: 09060-650 - -;Santo André;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
750;UNIVERSIDADE DE GURUPI;Independentes;TO;506;FUNDACAO UNIRG;01.210.830/0001-06;Pessoa Jurídica de Direito Público - Municipal;UNIVERSIDADE DE GURUPI (UnirG);UnirG;Avenida Pará - 2432 - CEP: 77423-250 - Waldir Lins II;Gurupi;TO;Universidade;Presencial - Superior;Publica;;;2;;Ativa
213;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO;Independentes;SP;151;FUNDACAO ESCOLA DE COMERCIO ALVARES PENTEADO - FECAP;60.736.683/0001-71;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO (FECAP);FECAP;Avenida da Liberdade - 532 - CEP: 01502-001 - Liberdade;São Paulo;SP;Centro Universitário;Presencial - Superior;Privada;5;5;4;;Ativa
2950;Centro Universitário FADERGS;Ânima;RS;1913;FADERGS - FACULDADE DE DESENVOLVIMENTO DO RIO GRANDE DO SUL LTDA.;02.247.214/0001-92;Privada com fins lucrativos;Centro Universitário FADERGS (FADERGS);FADERGS;Rua Marechal Floriano Peixoto - 185 - CEP: 90020-061 - Centro Histórico;Porto Alegre;RS;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
3194;FACULDADE DE MINAS BH;Independentes;MG;2025;LAEL VARELLA EDUCACAO E CULTURA LTDA;03.466.623/0002-23;Privada com fins lucrativos;Centro Universitário FAMINAS Belo Horizonte (FAMINAS BH);FAMINAS BH;Avenida Cristiano Machado - 12001 - CEP: 31744-007 - Vila Cloris;Belo Horizonte;MG;Centro Universitário;Presencial - Superior;Privada;5;;4;;Ativa
2023;Centro Universitário FG;Ânima;BA;1329;CESG - CENTRO DE EDUCACAO SUPERIOR DE GUANAMBI S/A;04.097.860/0001-46;Privada com fins lucrativos;Centro Universitário FG (UNIFG);UNIFG;Avenida Pedro Felipe Duarte - 4911 - CEP: 46430-000 - São Sebastião;Guanambi;BA;Centro Universitário;Presencial - Superior;Privada;5;4;3;;Ativa
1642;Faculdade de Excelência UNEX de Itabuna;UniFTC;BA;1564;INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME;04.670.333/0001-89;Privada com fins lucrativos;Faculdade de Excelência UNEX de Itabuna (UNEX de Itabuna);UNEX de Itabuna;Praça José Bastos - 55 - CEP: 45600-080 - Centro;Itabuna;BA;Faculdade;Presencial - Superior;Privada;3;;4;Adesão ao PROIES;Ativa
1187;CENTRO UNIVERSITÁRIO MÓDULO;Cruzeiro do Sul;SP;521;SOCIEDADE EMPRESARIA DE ENSINO SUPERIOR DO LITORAL NORTE LTDA;50.005.735/0001-86;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO MÓDULO (MÓDULO);MÓDULO;Rua Maria D'Assumpção Carvalho - 1000 - CEP: 11662-047 - Jardim Itamar;Caraguatatuba;SP;Centro Universitário;Presencial - Superior;Privada;4;;3;;Ativa
426;UNIVERSIDADE FRANCISCANA;Independentes;RS;297;SOC CARIT E LIT SAO FRANCISCO DE ASSIS ZONA NORTE;95.606.380/0001-19;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;UNIVERSIDADE FRANCISCANA (UFN);UFN;Rua dos Andradas - 1.614 - CEP: 97010-032 - Centro;Santa Maria;RS;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
802;CENTRO UNIVERSITÁRIO UNICARIOCA;Independentes;RJ;553;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR;31.886.146/0001-00;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO UNICARIOCA (UNICARIOCA);UNICARIOCA;Avenida Paulo de Frontin - 568 - CEP: 20261-243 - Rio Comprido;Rio de Janeiro;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;Adesão ao PROIES;Ativa
15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;Independentes;SC;14626;FUNDACAO UNIVERSIDADE ALTO VALE DO RIO DO PEIXE - FUNIARP;82.798.828/0001-00;Privada sem fins lucrativos;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE (UNIARP);UNIARP;Rua Victor Baptista Adami - 800 - CEP: 89500-199 - Centro;Caçador;SC;Universidade;EAD - Superior / Presencial - Superior /;Privada;;4;4;;Ativa
29118;Universidade Federal do Norte do Tocantins;Independentes;TO;18313;UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS - UFNT;38.178.825/0001-73;Pessoa Jurídica de Direito Público - Federal;Universidade Federal do Norte do Tocantins (UFNT);UFNT;Paraguai - S/N - CEP: 77824-838 - Bairro da Cimba;Araguaína;TO;Universidade;EAD - Superior / Presencial - Superior /;Publica;3;4;4;;Ativa
1643;FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA;Independentes;BA;1079;SOCIEDADE CIENTIFICA E CULTURAL ANISIO TEIXEIRA LTDA;01.149.432/0001-21;Privada sem fins lucrativos;Centro Universitário Anísio Teixeira (Unifat);Unifat;Rua Juracy Magalhães - 222 - CEP: 44075-525 - Ponto Central;Feira de Santana;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;4;;Ativa
5312;Centro Universitário UNIFAAT;Independentes;SP;91;INSTITUICAO EDUCACIONAL ATIBAIENSE LIMITADA;44.705.705/0001-80;Privada com fins lucrativos;Centro Universitário UNIFAAT (UNIFAAT);UNIFAAT;Estrada Municipal Juca Sanches - 1050 - CEP: 12954-070 - Jardim Brogotá;Atibaia;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;Independentes;SP;160;FUNDACAO EDUCACIONAL DE VOTUPORANGA;45.164.654/0001-99;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO DE VOTUPORANGA (UNIFEV);UNIFEV;Rua Pernambuco - 4196 - CEP: 15500-006 - Patrimônio Novo;Votuporanga;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
453;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;Ulbra;TO;314;ULBRA S.A.;88.332.580/0001-65;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS (CEULP);CEULP;Avenida Siqueira Campos - 1501 - CEP: 77019-900 - Plano Diretor Sul;Palmas;TO;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;4;;Ativa
15001;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;Independentes;PR;15600;UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA;11.806.275/0001-33;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA (UNILA);UNILA;Avenida Tancredo Neves - 3147 - CEP: 85867-000 - Itaipu B;Foz do Iguaçu;PR;Universidade;EAD - Superior / Presencial - Superior /;Publica;4;4;4;;Ativa
11604;FACULDADE SANTA RITA DE CHAPECÓ;Independentes;SC;15903;CENTRO DE ENSINO SUPERIOR SANTA RITA LTDA - ME;17.561.071/0001-66;Privada com fins lucrativos;FACULDADE SANTA RITA DE CHAPECÓ;-;Avenida Nereu Ramos - 1191 - CEP: 89812-111 - Palmital;Chapecó;SC;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
160;Centro Universitário Frassinetti do Recife;Independentes;PE;116;CONGREGACAO DE SANTA DOROTEIA DO BRASIL;10.847.747/0001-33;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Centro Universitário Frassinetti do Recife (UniFAFIRE);UniFAFIRE;Avenida Conde da Boa Vista - 921 - CEP: 50060-002 - Boa Vista;Recife;PE;Centro Universitário;Presencial - Superior;Privada;5;;3;;Ativa
1927;Ugv Centro Universitário;Independentes;PR;1191;UNIDADE DE ENSINO SUPERIOR DO GRANDE VALE DO IGUACU SA;03.564.489/0001-12;Privada com fins lucrativos;Ugv Centro Universitário;-;Rua Rua Padre Saporitti, 717 (Uniguaçu) - 717 - CEP: 84600-904 - Nossa Senhora do Rocio;União da Vitória;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
2383;Faculdade Atitus Educação Passo Fundo;Independentes;RS;1554;ATITUS EDUCACAO S.A;04.858.393/0001-20;Privada com fins lucrativos;Universidade Atitus (Atitus Educação);Atitus Educação;Rua Senador Pinheiro - 304 - CEP: 99070-220 - Cruzeiro;Passo Fundo;RS;Centro Universitário;Presencial - Superior;Privada;5;;4;;Ativa
2158;Centro Universitário Santa Maria;Independentes;PB;1421;LACERDA & GOLDFARB LTDA - EPP;03.945.249/0001-68;Privada com fins lucrativos;Centro Universitário Santa Maria (Unifsm);Unifsm;Br 230 Km - S/N - CEP: 58900-000 - Cristo Rei;Cajazeiras;PB;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
1298;Faculdade Estácio de Alagoas - Estácio FAL;YDUQS;AL;545;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;02.608.755/0001-07;Privada com fins lucrativos;Centro Universitário Estácio de Alagoas (Estácio Alagoas);Estácio Alagoas;RUA PIO XII - 70 - CEP: 57035-560 - JATIÚCA;Maceió;AL;Centro Universitário;Presencial - Superior;Privada;5;;3;;Ativa
18;UNIVERSIDADE CATÓLICA DE PELOTAS;Independentes;RS;18;ASSOCIACAO PELOTENSE DE ASSISTENCIA E CULTURA;92.238.914/0001-03;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;UNIVERSIDADE CATÓLICA DE PELOTAS (UCPEL);UCPEL;Rua Félix da Cunha - 412 - CEP: 96010-000 - Centro;Pelotas;RS;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;4;4;Adesão ao PROIES;Ativa
434;FACULDADE SANTA MARCELINA;Independentes;SP;303;ASSOCIACAO SANTA MARCELINA;60.742.855/0001-10;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE SANTA MARCELINA (FASM);FASM;Rua Doutor Emílio Ribas - 89 - CEP: 05006-020 - Perdizes;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
23410;UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO;Independentes;MA;17134;UNIVERSIDADE ESTADUAL DA REGIAO TOCANTINA DO MARANHAO;26.677.304/0001-81;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO (UEMASUL);UEMASUL;Rua Godofredo Viana - 1300 - CEP: 65901-480 - Centro;Imperatriz;MA;Universidade;Presencial - Superior;Publica;;;3;;Ativa
3588;CENTRO UNIVERSITÁRIO DOM PEDRO II;Afya;BA;2274;INSTITUICAO BAIANA DE ENSINO SUPERIOR LTDA;05.817.107/0001-40;Privada com fins lucrativos;Afya Centro Universitário da Bahia (-);-;Avenida Estados Unidos - 18 - CEP: 40010-020 - Comércio;Salvador;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;Unificação de Mantidas;Ativa
707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;Independentes;SP;471;ASSOCIACAO DE ESCOLAS REUNIDAS LTDA.;51.793.826/0001-96;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA (UNICEP);UNICEP;Rua Miguel Petroni - 5111 - CEP: 13563-470 - Loteamento Habitacional São Carlos 1;São Carlos;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
1878;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS;Independentes;SP;166;FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS;61.023.156/0001-82;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS (FEI);FEI;Avenida Humberto Alencar Castelo Branco - 3972 - CEP: 09850-901 - Assunção;São Bernardo do Campo;SP;Centro Universitário;Presencial - Superior;Privada;4;;4;;Ativa
4969;Centro Universitário Itop;Independentes;TO;3172;INSTITUTO TOCANTINENSE DE EDUCACAO SUPERIOR E PESQUISA LTDA - ME;07.919.717/0001-80;Privada com fins lucrativos;Centro Universitário Itop (UNITOP);UNITOP;Quadra ACSUSE 40, Conjunto 02, Lote 16 - S/N - CEP: 77021-634 - Centro;Palmas;TO;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
4141;FACULDADE ANHANGUERA DE TAUBATÉ;Cogna;SP;14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;FACULDADE ANHANGUERA DE TAUBATÉ;-;Av. Charles Schnneider - 585 - CEP: 12040-000 - Pq. Senhor Bonfim;Taubaté;SP;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
3372;CENTRO UNIVERSITÁRIO DE LAVRAS;Independentes;MG;2129;FUNDACAO EDUCACIONAL DE LAVRAS;22.075.444/0001-29;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO DE LAVRAS (UNILAVRAS);UNILAVRAS;Rua Padre José Poggel - 506 - CEP: 37203-593 - Padre Dehon;Lavras;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
1113;CENTRO UNIVERSITÁRIO EURO-AMERICANO;Independentes;DF;770;INSTITUTO EURO-AMERICANO DE EDUCACAO, CIENCIA E TECNOLOGIA S.A.;37.174.034/0001-02;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO EURO-AMERICANO (UNIEURO);UNIEURO;SCES Trecho 0 - Conjunto 5 - s/n - CEP: 70200-001 - Asa Sul;Brasília;DF;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;4;;Ativa
22814;Faculdade Auden Educacional;Independentes;SP;16999;AUDEN EDUCACAO S.A.;28.740.291/0001-73;Privada com fins lucrativos;Faculdade Auden Educacional (FAED);FAED;Rua Bela Cintra - 643 - CEP: 01415-003 - Consolação;São Paulo;SP;Faculdade;EAD - Superior /;Privada;;5;;;Ativa
4429;CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL;Unigran;MS;445;UNIGRAN EDUCACIONAL;03.361.110/0001-77;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL;-;Rua Abrão Júlio Rahe - 325 - CEP: 79010-010 - Centro;Campo Grande;MS;Centro Universitário;Presencial - Superior;Privada;5;;4;;Ativa
18649;FACULDADE UNINASSAU MOSSORÓ;Ser Educacional;RN;1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;FACULDADE UNINASSAU MOSSORÓ;-;Rua Marechal Floriano - 39 - CEP: 59618-080 - Paredões;Mossoró;RN;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
1492;FACULDADE ANHANGUERA DE UBERLÂNDIA;Cogna;MG;14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;FACULDADE ANHANGUERA DE UBERLÂNDIA;-;Avenida dos Vinhedos - 1200 - CEP: 38411-159 - Morada da Colina;Uberlândia;MG;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
19512;Centro Universitário Imepac - Araguari;Independentes;MG;19806;CENTRO UNIVERSITARIO IMEPAC LTDA;57.904.402/0001-38;Privada com fins lucrativos;Centro Universitário Imepac - Araguari;-;Avenida Minas Gerais - 1.889 - CEP: 38440-042 - Centro;Araguari;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
1640;CENTRO UNIVERSITÁRIO AGES;Ânima;BA;16079;AGES EDUCACAO LTDA;18.867.222/0001-71;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO AGES (UniAGES);UniAGES;Avenida Universitária - 23 - CEP: 48430-000 - Centro;Paripiranga;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
15057;CENTRO UNIVERSITÁRIO UNIVERSO JUIZ DE FORA;Universo;MG;435;ASSOCIACAO SALGADO DE OLIVEIRA DE EDUCACAO E CULTURA;28.638.393/0001-82;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;CENTRO UNIVERSITÁRIO UNIVERSO JUIZ DE FORA;-;Avenida dos Andradas - 731 - CEP: 36036-000 - Morro da Gloria;Juiz de Fora;MG;Centro Universitário;Presencial - Superior;Privada;4;;3;;Ativa
1436;ESCOLA SUPERIOR BATISTA DO AMAZONAS;Independentes;AM;949;R. C. DA S. JUNIOR LTDA;03.410.604/0001-02;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO ESBAM (UniEsbam);UniEsbam;Rua Leonor Teles - 153 - CEP: 69057-510 - Adrianopolis;Manaus;AM;Centro Universitário;Presencial - Superior;Privada;5;;3;Em Supervisão - Procedimento Saneador sem Medida Cautelar;Ativa
18506;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;Independentes;BA;16078;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;18.641.263/0001-45;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA (UFOB);UFOB;Rua Professor José Seabra - S/N - CEP: 47805-100 - Centro;Barreiras;BA;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;;4;;Ativa
15055;CENTRO UNIVERSITARIO UNIVERSO BELO HORIZONTE;Universo;MG;435;ASSOCIACAO SALGADO DE OLIVEIRA DE EDUCACAO E CULTURA;28.638.393/0001-82;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;CENTRO UNIVERSITARIO UNIVERSO BELO HORIZONTE;-;Rua Paru - 784 - CEP: 31140-320 - Renascença;Belo Horizonte;MG;Centro Universitário;Presencial - Superior;Privada;4;;3;;Ativa
514;CENTRO UNIVERSITÁRIO DE BARRA MANSA;Independentes;RJ;355;SOBEU - ASSOCIACAO BARRAMANSENSE DE ENSINO;28.674.489/0001-04;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;CENTRO UNIVERSITÁRIO DE BARRA MANSA (UBM);UBM;Rua Vereador Pinho de Carvalho - 267 - CEP: 27330-550 - Centro;Barra Mansa;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
3987;CENTRO UNIVERSITÁRIO GOYAZES;Independentes;GO;2510;CENTRO DE ESTUDOS OCTAVIO DIAS DE OLIVEIRA;06.152.582/0001-08;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO GOYAZES (UniGOYAZES);UniGOYAZES;Rodovia Go-060 Km 19 - 3.184 - CEP: 75380-000 - Setor Laguna Parque;Trindade;GO;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
1918;Centro Universitário Univinte;Independentes;SC;1263;UNIVINTE CENTRO TECNOLOGICO LTDA;03.681.405/0001-20;Privada com fins lucrativos;Centro Universitário Univinte;-;Avenida Nilton augusto Sachetti - 500 - CEP: 88745-000 - Santo André;Capivari de Baixo;SC;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
2222;Centro Universitário do Rio São Francisco Unirios;Independentes;BA;1457;ORGANIZACAO SETE DE SETEMBRO DE CULTURA E ENSINO LTDA;03.866.544/0001-29;Privada com fins lucrativos;Centro Universitário do Rio São Francisco Unirios (UNIRIOS);UNIRIOS;Rua Vereador José Moreira - 1000 - CEP: 48603-004 - Perpétuo Socorro;Paulo Afonso;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
2593;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE JUAZEIRO DO NORTE;Ser Educacional;CE;18310;COLEGIO CULTURAL MODULO LTDA;12.484.705/0001-00;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE JUAZEIRO DO NORTE (UNINASSAU);UNINASSAU;Rua São Francisco - 1.224 - CEP: 63010-475 - São Miguel;Juazeiro do Norte;CE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;3;Unificação de Mantidas;Ativa
25282;UNIVERSIDADE FEDERAL DE JATAÍ;Independentes;GO;17824;UNIVERSIDADE FEDERAL DE JATAI;35.840.659/0001-30;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DE JATAÍ (UFJ);UFJ;Rodovia BR-364 - - CEP: 75801-615 - Setor Francisco Antônio;Jataí;GO;Universidade;Presencial - Superior;Publica;;;4;;Ativa
1697;CENTRO UNIVERSITÁRIO FACOL;Independentes;PE;1119;ASSOCIACAO VITORIENSE DE EDUCACAO, CIENCIAS E CULTURA - AVEC;03.391.726/0001-90;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO FACOL (UNIFACOL);UNIFACOL;Rua do Estudante - 85 - CEP: 55612-285 - Universitário;Vitória de Santo Antão;PE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
4964;Centro Universitário de Ciências e Tecnologia do Maranhão;Independentes;MA;3169;GRUPO EDUCA LTDA;08.074.032/0001-43;Privada com fins lucrativos;Centro Universitário de Ciências e Tecnologia do Maranhão (UniFacema);UniFacema;RUA AARÃO REIS - 1000 - CEP: 65606-020 - CENTRO;Caxias;MA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
1575;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ;Independentes;MG;78;FUNDACAO CULTURAL DE ARAXA;17.806.696/0001-40;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ (UNIARAXÁ);UNIARAXÁ;Av. Ministro Olavo Drummond - 5 - CEP: 38180-084 - SÃO GERALDO;Araxá;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
824;CENTRO UNIVERSITÁRIO DE GOIATUBA;Independentes;GO;568;FUNDACAO DE ENSINO SUPERIOR DE GOIATUBA;01.494.665/0001-61;Pessoa Jurídica de Direito Público - Municipal;CENTRO UNIVERSITÁRIO DE GOIATUBA (UNICERRADO);UNICERRADO;Rod Go 320 - s/n - CEP: 75600-000 - Jardim Santa Paula;Goiatuba;GO;Centro Universitário;Presencial - Superior;Publica;;;3;;Ativa
916;FACULDADE ESTÁCIO DE TERESINA;YDUQS;PI;645;CEUT CENTRO DE ENSINO UNIFICADO DE TERESINA LTDA;34.982.124/0001-31;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO ESTÁCIO DE TERESINA (ESTÁCIO TERESINA);ESTÁCIO TERESINA;Avenida dos Expedicionários - 790 - CEP: 64046-700 - São João;Teresina;PI;Centro Universitário;Presencial - Superior;Privada;4;;3;;Ativa
1879;Centro Universitário UNIFACEAR;Independentes;PR;1235;ASSENAR - ENSINO DE ARAUCARIA LTDA - ME;79.613.030/0001-23;Privada com fins lucrativos;Centro Universitário UNIFACEAR (Unifacear);Unifacear;Avenida das Araucárias - 3.803 - CEP: 83707-065 - Thomaz Coelho;Araucária;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;Unificação de Mantidas;Ativa
87;CENTRO UNIVERSITÁRIO DE BRUSQUE;Independentes;SC;70;FUNDACAO EDUCACIONAL DE BRUSQUE - FEBE;83.128.769/0001-17;Fundação Pública de Direito Privado Municipal;CENTRO UNIVERSITÁRIO DE BRUSQUE (UNIFEBE);UNIFEBE;Rua Vendelino Mafezzolli - 333 - CEP: 88352-360 - Santa Terezinha;Brusque;SC;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;4;;Ativa
4450;CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA;Independentes;PA;770;INSTITUTO EURO-AMERICANO DE EDUCACAO, CIENCIA E TECNOLOGIA S.A.;37.174.034/0001-02;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA (UNIFAMAZ);UNIFAMAZ;Avenida Visconde de Souza Franco - 72 - CEP: 66053-000 - Reduto;Belém;PA;Centro Universitário;Presencial - Superior;Privada;4;;4;;Ativa
4118;Centro Universitário Maurício de Nassau Paulista;Ser Educacional;PE;1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;Centro Universitário Maurício de Nassau Paulista (UNINASSAU PAULISTA);UNINASSAU PAULISTA;Avenida Senador Salgado Filho - s/n - CEP: 53401-440 - Centro;Paulista;PE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
1055;Centro Universitário Maurício de Nassau de Salvador;Ser Educacional;BA;737;ABES - SOCIEDADE BAIANA DE ENSINO SUPERIOR LTDA;32.697.294/0001-49;Privada com fins lucrativos;Centro Universitário Maurício de Nassau de Salvador (Uninassau Salvador);Uninassau Salvador;Rua dos Marçons - 364 - CEP: 41810-205 - Pituba;Salvador;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;Unificação de Mantidas;Ativa
3165;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO;Independentes;MG;9069;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO TRIANGULO MINEIRO;10.695.891/0001-00;Pessoa Jurídica de Direito Público - Federal;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO (IFTM);IFTM;Avenida Doutor Randolfo Borges Júnior - 2900 - CEP: 38064-300 - Univerdecidade;Uberaba;MG;Instituto Federal de Educação, Ciência e Tecnologia;EAD - Superior / Presencial - Superior /;Publica;5;4;4;;Ativa
4742;Faculdade Uninassau Olinda - Nassau Olinda;Ser Educacional;PE;1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;Faculdade Uninassau Olinda - Nassau Olinda;-;Rua Eduardo de Moraes - s/n - CEP: 53130-635 - Casa Caiada;Olinda;PE;Faculdade;Presencial - Superior;Privada;4;;3;Unificação de Mantidas;Ativa
