tabela,n,secao,variavel,descricao,tipo,tamanho,categorias,observacao
cadastro_ies,36,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_TEC_SUPERIOR_FEM,Quantidade de funcionários técnico-administrativos do sexo feminino com nível superior,Num,8,,
cadastro_ies,37,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_TEC_SUPERIOR_MASC,Quantidade de funcionários técnico-administrativos do sexo masculino com nível superior,Num,8,,
cadastro_ies,38,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_TEC_ESPECIALIZACAO_FEM,Quantidade de funcionários técnico-administrativos do sexo feminino com especialização,Num,8,,
cadastro_ies,39,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_TEC_ESPECIALIZACAO_MASC,Quantidade de funcionários técnico-administrativos do sexo masculino com especialização,Num,8,,
cadastro_ies,40,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_TEC_MESTRADO_FEM,Quantidade de funcionários técnico-administrativos do sexo feminino com mestrado,Num,8,,
cadastro_ies,41,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_TEC_MESTRADO_MASC,Quantidade de funcionários técnico-administrativos do sexo masculino com mestrado,Num,8,,
cadastro_ies,42,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_TEC_DOUTORADO_FEM,Quantidade de funcionários técnico-administrativos do sexo feminino com doutorado,Num,8,,
cadastro_ies,43,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_TEC_DOUTORADO_MASC,Quantidade de funcionários técnico-administrativos do sexo masculino com doutorado,Num,8,,
cadastro_ies,44,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,IN_ACESSO_PORTAL_CAPES,Informa se as bibliotecas da IES têm acesso ao portal Capes de periódicos,Num,1,"0. Não
1. Sim",
cadastro_ies,45,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,IN_ACESSO_OUTRAS_BASES,Informa se as bibliotecas da IES têm acesso a outras bases de dados licenciadas ou compradas,Num,1,"0. Não
1. Sim",
cadastro_ies,46,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,IN_ASSINA_OUTRA_BASE,Informa se as bibliotecas da IES assinam outras bases de dados licenciadas ou compradas,Num,1,"0. Não
1. Sim",
cadastro_ies,47,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,IN_REPOSITORIO_INSTITUCIONAL,Informa se a IES possui base de dados online que reúne de maneira organizada a produção científica da instituição,Num,1,"0. Não
1. Sim",
cadastro_ies,48,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,IN_BUSCA_INTEGRADA,Informa se a IES oferece ferramenta eletrônica que possibilita pesquisar simultaneamente diversas fontes de informação e obter resultado em uma única interface,Num,1,"0. Não
1. Sim",
cadastro_ies,49,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,IN_SERVICO_INTERNET,Informa se as bibliotecas da IES oferecem serviços pela internet,Num,1,"0. Não
1. Sim",
cadastro_ies,50,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,IN_PARTICIPA_REDE_SOCIAL,Informa se as bibliotecas participam de Redes Sociais,Num,1,"0. Não
1. Sim",
cadastro_ies,51,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,IN_CATALOGO_ONLINE,"Informa se a IES possui ferramenta de recuperação de informação que permite ao usuário consultar, de forma local ou remota, a existência e disponibilidade de itens do acervo das bibliotecas",Num,1,"0. Não
1. Sim",
cadastro_ies,52,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_PERIODICO_ELETRONICO,"Quantidade de títulos de periódicos eletrônicos adquiridos pelas bibliotecas por meio de compra, doação ou permuta",Num,8,,
cadastro_ies,53,DADOS DA INSTITUIÇÃO DE ENSINO SUPERIOR (IES) - SEDE ADMINISTRATIVA/REITORIA,QT_LIVRO_ELETRONICO,Quantidade de títulos de livros eletrônicos disponibilizados pelas bibliotecas convertidos ao formato digital ou originalmente produzidos nesse formato para serem lidos em computador ou outros dispositivos,Num,8,,
cadastro_ies,54,DADOS DE DOCENTES DA IES,QT_DOC_TOTAL,Quantidade total de docentes (em exercício e afastados),Num,8,,
cadastro_ies,55,DADOS DE DOCENTES DA IES,QT_DOC_EXE,Quantidade total de docentes em exercício,Num,8,,
cadastro_ies,56,DADOS DE DOCENTES DA IES,QT_DOC_EX_FEMI,Quantidade de docentes em exercício do sexo feminino,Num,8,,
cadastro_ies,57,DADOS DE DOCENTES DA IES,QT_DOC_EX_MASC,Quantidade de docentes em exercício do sexo masculino,Num,8,,
cadastro_ies,58,DADOS DE DOCENTES DA IES,QT_DOC_EX_SEM_GRAD,Quantidade de docentes em exercício sem curso de graduação,Num,8,,
cadastro_ies,59,DADOS DE DOCENTES DA IES,QT_DOC_EX_GRAD,Quantidade de docentes em exercício com curso de graduação,Num,8,,
cadastro_ies,60,DADOS DE DOCENTES DA IES,QT_DOC_EX_ESP,Quantidade de docentes em exercício com especialização,Num,8,,
cadastro_ies,61,DADOS DE DOCENTES DA IES,QT_DOC_EX_MEST,Quantidade de docentes em exercício com mestrado,Num,8,,
cadastro_ies,62,DADOS DE DOCENTES DA IES,QT_DOC_EX_DOUT,Quantidade de docentes em exercício com doutorado,Num,8,,
cadastro_ies,63,DADOS DE DOCENTES DA IES,QT_DOC_EX_INT,Quantidade de docentes em exercício em tempo integral,Num,8,,
cadastro_ies,64,DADOS DE DOCENTES DA IES,QT_DOC_EX_INT_DE,Quantidade de docentes em exercício em tempo integral com dedicação exclusiva,Num,8,,
cadastro_ies,65,DADOS DE DOCENTES DA IES,QT_DOC_EX_INT_SEM_DE,Quantidade de docentes em exercício em tempo integral sem dedicação exclusiva,Num,8,,
cadastro_ies,66,DADOS DE DOCENTES DA IES,QT_DOC_EX_PARC,Quantidade de docentes em exercício em tempo parcial,Num,8,,
cadastro_ies,67,DADOS DE DOCENTES DA IES,QT_DOC_EX_HOR,Quantidade de docentes em exercício horista,Num,8,,
cadastro_ies,68,DADOS DE DOCENTES DA IES,QT_DOC_EX_0_29,Quantidade de docentes em exercício - até 29 anos,Num,8,,
cadastro_ies,69,DADOS DE DOCENTES DA IES,QT_DOC_EX_30_34,Quantidade de docentes em exercício - de 30 a 34 anos,Num,8,,
cadastro_ies,70,DADOS DE DOCENTES DA IES,QT_DOC_EX_35_39,Quantidade de docentes em exercício - de 35 a 39 anos,Num,8,,
cadastro_ies,71,DADOS DE DOCENTES DA IES,QT_DOC_EX_40_44,Quantidade de docentes em exercício - de 40 a 44 anos,Num,8,,
cadastro_ies,72,DADOS DE DOCENTES DA IES,QT_DOC_EX_45_49,Quantidade de docentes em exercício - de 45 a 49 anos,Num,8,,
cadastro_ies,73,DADOS DE DOCENTES DA IES,QT_DOC_EX_50_54,Quantidade de docentes em exercício - de 50 a 54 anos,Num,8,,
cadastro_ies,74,DADOS DE DOCENTES DA IES,QT_DOC_EX_55_59,Quantidade de docentes em exercício - de 55 a 59 anos,Num,8,,
cadastro_ies,75,DADOS DE DOCENTES DA IES,QT_DOC_EX_60_MAIS,Quantidade de docentes em exercício - de 60 anos ou mais,Num,8,,
cadastro_ies,76,DADOS DE DOCENTES DA IES,QT_DOC_EX_BRANCA,Quantidade de docentes em exercício - Cor/Raça branca,Num,8,,
cadastro_ies,77,DADOS DE DOCENTES DA IES,QT_DOC_EX_PRETA,Quantidade de docentes em exercício - Cor/Raça preta,Num,8,,
cadastro_ies,78,DADOS DE DOCENTES DA IES,QT_DOC_EX_PARDA,Quantidade de docentes em exercício - Cor/Raça parda,Num,8,,
cadastro_ies,79,DADOS DE DOCENTES DA IES,QT_DOC_EX_AMARELA,Quantidade de docentes em exercício - Cor/Raça amarela,Num,8,,
cadastro_ies,80,DADOS DE DOCENTES DA IES,QT_DOC_EX_INDIGENA,Quantidade de docentes em exercício - Cor/Raça indígena,Num,8,,
cadastro_ies,81,DADOS DE DOCENTES DA IES,QT_DOC_EX_COR_ND,Quantidade de docentes em exercício - Cor/Raça não dispõe da informação ou não declarada,Num,8,,
cadastro_ies,82,DADOS DE DOCENTES DA IES,QT_DOC_EX_BRA,Quantidade de docentes em exercício - nacionalidade brasileira ou brasileira - nascido no exterior ou naturalizado,Num,8,,
cadastro_ies,83,DADOS DE DOCENTES DA IES,QT_DOC_EX_EST,Quantidade de docentes em exercício - nacionalidade estrangeira,Num,8,,
cadastro_ies,84,DADOS DE DOCENTES DA IES,QT_DOC_EX_COM_DEFICIENCIA,Quantidade de docentes em exercício - com deficiência,Num,8,,
cadastro_cursos,,,Alteração de nomenclatura,,,,,
cadastro_cursos,,,Variável nova,,,,,
cadastro_cursos,,,Descontinuidade,,,,,
cadastro_cursos,1,,NU_ANO_CENSO,Ano de referência do Censo da Educação Superior,Num,4,,
cadastro_cursos,2,DADOS DO CURSO E IES,NO_REGIAO,Nome da região geográfica do local de oferta do curso,Char,20,(.) Dados de Cursos a distância não calculados para esta dimensão geográfica e/ou Cursos a distância oferecidos por instituição de ensino brasileira no exterior,
cadastro_cursos,3,DADOS DO CURSO E IES,CO_REGIAO,Código da região geográfica do local de oferta do curso,Num,2,(.) Dados de Cursos a distância não calculados para esta dimensão geográfica e/ou Cursos a distância oferecidos por instituição de ensino brasileira no exterior,
cadastro_cursos,4,DADOS DO CURSO E IES,NO_UF,Nome da Unidade da Federação do local de oferta do curso,Char,50,(.) Dados de Cursos a distância não calculados para esta dimensão geográfica e/ou Cursos a distância oferecidos por instituição de ensino brasileira no exterior,
cadastro_cursos,5,DADOS DO CURSO E IES,SG_UF,Sigla da Unidade da Federação do local de oferta do curso,Char,2,(.) Dados de Cursos a distância não calculados para esta dimensão geográfica e/ou Cursos a distância oferecidos por instituição de ensino brasileira no exterior,
cadastro_cursos,6,DADOS DO CURSO E IES,CO_UF,Código do IBGE da Unidade da Federação do local de oferta do curso,Num,2,(.) Dados de Cursos a distância não calculados para esta dimensão geográfica e/ou Cursos a distância oferecidos por instituição de ensino brasileira no exterior,
cadastro_cursos,7,DADOS DO CURSO E IES,NO_MUNICIPIO,Nome do Município do local de oferta do curso,Char,150,(.) Dados de Cursos a distância não calculados para esta dimensão geográfica e/ou Cursos a distância oferecidos por instituição de ensino brasileira no exterior,
cadastro_cursos,8,DADOS DO CURSO E IES,CO_MUNICIPIO,Código do IBGE do Município do local de oferta do curso,Num,7,(.) Dados de Cursos a distância não calculados para esta dimensão geográfica e/ou Cursos a distância oferecidos por instituição de ensino brasileira no exterior,
cadastro_cursos,9,DADOS DO CURSO E IES,IN_CAPITAL,Informa se o local de oferta do curso está localizado na capital da Unidade da Federação,Num,1,"0. Não
1. Sim
(.) Não aplicável (Curso a distância)",
cadastro_cursos,10,DADOS DO CURSO E IES,TP_DIMENSAO,Tipo de dimensão geográfica dos cursos presenciais e a distância ofertados no Brasil e também por instituições brasileiras no exterior,Num,1,"1. Cursos presenciais ofertados no Brasil
2. Cursos a distância ofertados no Brasil
3. Cursos a distância com dimensão de dados somente a nível Brasil
4. Cursos a distância ofertados por instituições brasileiras no exterior","Em virtude da estrutura da base da Educação Superior, para os cursos a distância não é possível quantificar o número de cursos, vagas e inscritos por Regiões Geográficas, Unidades da Federação e Municípios."
cadastro_cursos,11,DADOS DO CURSO E IES,TP_ORGANIZACAO_ACADEMICA,Tipo de Organização Acadêmica da IES,Num,1,"1. Universidade
2. Centro Universitário
3. Faculdade
4. Instituto Federal de Educação, Ciência e Tecnologia                                
5. Centro Federal de Educação Tecnológica",
cadastro_cursos,12,DADOS DO CURSO E IES,TP_REDE,Rede de Ensino,Num,1,"1. Pública
2. Privada",
cadastro_cursos,13,DADOS DO CURSO E IES,TP_CATEGORIA_ADMINISTRATIVA,Tipo de Categoria Administrativa da IES,Num,1,"1. Pública Federal
2. Pública Estadual
3. Pública Municipal
4. Privada com fins lucrativos
5. Privada sem fins lucrativos
6. Privada - Particular em sentido estrito
7. Especial
8. Privada comunitária
9. Privada confessional",
cadastro_cursos,14,DADOS DO CURSO E IES,IN_COMUNITARIA,Informa se a instituição privada é comunitária,Num,1,Informa se a instituição privada é comunitária,
cadastro_cursos,15,DADOS DO CURSO E IES,IN_CONFESSIONAL,Informa se a instituição privada é confessional,Num,1,Informa se a instituição privada é confessional,
cadastro_cursos,16,DADOS DO CURSO E IES,CO_IES,Código da Instituição,Num,8,,
cadastro_cursos,17,DADOS DO CURSO E IES,NO_CURSO,Nome do Curso,Char,200,,
cadastro_cursos,18,DADOS DO CURSO E IES,CO_CURSO,Código do Curso,Num,8,,
cadastro_cursos,19,DADOS DO CURSO E IES,NO_CINE_ROTULO,"Nome do curso, conforme adaptação da Classificação Internacional Normalizada da Educação Cine/Unesco",Char,120,,
cadastro_cursos,20,DADOS DO CURSO E IES,CO_CINE_ROTULO,"Código de identificação do curso, conforme adaptação da Classificação Internacional Normalizada da Educação Cine/Unesco",Char,7,,
cadastro_cursos,21,DADOS DO CURSO E IES,CO_CINE_AREA_GERAL,"Código de identificação da área geral, conforme adaptação da Classificação Internacional Normalizada da Educação Cine/Unesco",Char,2,,
cadastro_cursos,22,DADOS DO CURSO E IES,NO_CINE_AREA_GERAL,"Nome da área geral, conforme adaptação da Classificação Internacional Normalizada da Educação Cine/Unesco",Char,120,,
cadastro_cursos,23,DADOS DO CURSO E IES,CO_CINE_AREA_ESPECIFICA,"Código de identificação da área específica, conforme adaptação da Classificação Internacional Normalizada da Educação Cine/Unesco",Char,3,,
cadastro_cursos,24,DADOS DO CURSO E IES,NO_CINE_AREA_ESPECIFICA,"Nome da área específica, conforme adaptação da Classificação Internacional Normalizada da Educação Cine/Unesco",Char,120,,
cadastro_cursos,25,DADOS DO CURSO E IES,CO_CINE_AREA_DETALHADA,"Código de identificação da área detalhada, conforme adaptação da Classificação Internacional Normalizada da Educação Cine/Unesco",Char,4,,
cadastro_cursos,26,DADOS DO CURSO E IES,NO_CINE_AREA_DETALHADA,"Nome da área detalhada, conforme adaptação da Classificação Internacional Normalizada da Educação Cine/Unesco",Char,120,,
cadastro_cursos,27,DADOS DO CURSO E IES,TP_GRAU_ACADEMICO,Tipo do grau acadêmico conferido ao aluno pela conclusão dos requisitos exigidos pelo curso,Num,1,"1. Bacharelado
2. Licenciatura
3. Tecnológico
4. Bacharelado e Licenciatura
(.) Não aplicável (cursos com nível acadêmico igual a sequencial de formação específica ou cursos de área básica de Ingresso)",
cadastro_cursos,28,DADOS DO CURSO E IES,IN_GRATUITO,Informa se o curso é gratuito,Num,1,"0. Não
1. Sim",
cadastro_cursos,29,DADOS DO CURSO E IES,TP_MODALIDADE_ENSINO,Tipo de modalidade de ensino do curso,Num,1,"1. Presencial
2. Curso a distância",
cadastro_cursos,30,DADOS DO CURSO E IES,TP_NIVEL_ACADEMICO,Tipo de nível acadêmico do curso,Num,1,"1. Graduação
2. Sequencial de Formação Específica",
cadastro_cursos,31,ESTATÍSTICAS DO CURSO,QT_CURSO,Número de cursos,Num,4,,
cadastro_cursos,32,ESTATÍSTICAS DO CURSO,QT_VG_TOTAL,Quantidade total de vagas oferecidas,Num,8,,
cadastro_cursos,33,ESTATÍSTICAS DO CURSO,QT_VG_TOTAL_DIURNO,Quantidade total de vagas oferecidas no turno diurno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,34,ESTATÍSTICAS DO CURSO,QT_VG_TOTAL_NOTURNO,Quantidade total de vagas oferecidas no turno noturno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,35,ESTATÍSTICAS DO CURSO,QT_VG_TOTAL_EAD,Quantidade total de vagas oferecidas no curso a distância,Num,8,,
cadastro_cursos,36,ESTATÍSTICAS DO CURSO,QT_VG_NOVA,Quantidade de vagas novas oferecidas,Num,8,,
cadastro_cursos,37,ESTATÍSTICAS DO CURSO,QT_VG_PROC_SELETIVO,Quantidade de vagas nos processos seletivos,Num,8,,
cadastro_cursos,38,ESTATÍSTICAS DO CURSO,QT_VG_REMANESC,Quantidade de vagas remanescentes,Num,8,,
cadastro_cursos,39,ESTATÍSTICAS DO CURSO,QT_VG_PROG_ESPECIAL,Quantidade de vagas oferecidas para programas especiais,Num,8,,
cadastro_cursos,40,ESTATÍSTICAS DO CURSO,QT_INSCRITO_TOTAL,Quantidade total de inscritos,Num,8,,
cadastro_cursos,41,ESTATÍSTICAS DO CURSO,QT_INSCRITO_TOTAL_DIURNO,Quantidade total de inscritos no turno diurno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,42,ESTATÍSTICAS DO CURSO,QT_INSCRITO_TOTAL_NOTURNO,Quantidade total de inscritos no turno noturno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,43,ESTATÍSTICAS DO CURSO,QT_INSCRITO_TOTAL_EAD,Quantidade total de inscritos no curso a distância,Num,8,,
cadastro_cursos,44,ESTATÍSTICAS DO CURSO,QT_INSC_VG_NOVA,Quantidade de inscritos no processo seletivo de vagas novas,Num,8,,
cadastro_cursos,45,ESTATÍSTICAS DO CURSO,QT_INSC_PROC_SELETIVO,Quantidade de inscritos nos processos seletivos,Num,8,,
cadastro_cursos,46,ESTATÍSTICAS DO CURSO,QT_INSC_VG_REMANESC,Quantidade de inscritos no processo seletivo de vagas remanescentes,Num,8,,
cadastro_cursos,47,ESTATÍSTICAS DO CURSO,QT_INSC_VG_PROG_ESPECIAL,Quantidade de inscritos no processo seletivo de vagas oferecidas para programas especiais,Num,8,,
cadastro_cursos,48,ESTATÍSTICAS DO CURSO,QT_ING,Quantidade de ingressantes,Num,8,Cálculo de ingressantes: soma do número de alunos com data de ingresso de 01 de janeiro e 01 de julho do ano de referência do censo,
cadastro_cursos,49,ESTATÍSTICAS DO CURSO,QT_ING_FEM,Quantidade de ingressantes do sexo feminino,Num,8,,
cadastro_cursos,50,ESTATÍSTICAS DO CURSO,QT_ING_MASC,Quantidade de ingressantes do sexo masculino,Num,8,,
cadastro_cursos,51,ESTATÍSTICAS DO CURSO,QT_ING_DIURNO,Quantidade de ingressantes no turno diurno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,52,ESTATÍSTICAS DO CURSO,QT_ING_NOTURNO,Quantidade de ingressantes no turno noturno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,53,ESTATÍSTICAS DO CURSO,QT_ING_VG_NOVA,Quantidade de ingressantes em vagas novas,Num,8,,
cadastro_cursos,54,ESTATÍSTICAS DO CURSO,QT_ING_VESTIBULAR,Quantidade de ingressantes por vestibular,Num,8,,
cadastro_cursos,55,ESTATÍSTICAS DO CURSO,QT_ING_ENEM,Quantidade de ingressantes pelo ENEM,Num,8,,
cadastro_cursos,56,ESTATÍSTICAS DO CURSO,QT_ING_AVALIACAO_SERIADA,Quantidade de ingressantes por meio da avaliação seriada,Num,8,,
cadastro_cursos,57,ESTATÍSTICAS DO CURSO,QT_ING_SELECAO_SIMPLIFICA,Quantidade de ingressantes por meio de seleção simplificada,Num,8,,
cadastro_cursos,58,ESTATÍSTICAS DO CURSO,QT_ING_EGR,Quantidade de alunos que se formaram em um curso de Bacharelado Interdisciplinar ou Licenciatura Interdisciplinar e que ingressaram em um curso de terminalidade,Num,8,,
cadastro_cursos,59,ESTATÍSTICAS DO CURSO,QT_ING_OUTRO_TIPO_SELECAO,Quantidade de ingressantes em outro tipo de seleção,Num,8,,
cadastro_cursos,60,ESTATÍSTICAS DO CURSO,QT_ING_PROC_SELETIVO,Quantidade de ingressantes nos processos seletivos,Num,8,,
cadastro_cursos,61,ESTATÍSTICAS DO CURSO,QT_ING_VG_REMANESC,Quantidade de ingressantes por meio de vagas remanescentes,Num,8,,
cadastro_cursos,62,ESTATÍSTICAS DO CURSO,QT_ING_VG_PROG_ESPECIAL,Quantidade de ingressantes por meio de vagas para programas especiais,Num,8,,
cadastro_cursos,63,ESTATÍSTICAS DO CURSO,QT_ING_OUTRA_FORMA,Quantidade de ingressantes por outras formas de ingresso,Num,8,,
cadastro_cursos,64,ESTATÍSTICAS DO CURSO,QT_ING_0_17,Quantidade de ingressantes - Até 17 anos de idade,Num,8,,
cadastro_cursos,65,ESTATÍSTICAS DO CURSO,QT_ING_18_24,Quantidade de ingressantes - De 18 a 24 anos de idade,Num,8,,
cadastro_cursos,66,ESTATÍSTICAS DO CURSO,QT_ING_25_29,Quantidade de ingressantes - De 25 a 29 anos de idade,Num,8,,
cadastro_cursos,67,ESTATÍSTICAS DO CURSO,QT_ING_30_34,Quantidade de ingressantes - De 30 a 34 anos de idade,Num,8,,
cadastro_cursos,68,ESTATÍSTICAS DO CURSO,QT_ING_35_39,Quantidade de ingressantes - De 35 a 39 anos de idade,Num,8,,
cadastro_cursos,69,ESTATÍSTICAS DO CURSO,QT_ING_40_49,Quantidade de ingressantes - De 40 a 49 anos de idade,Num,8,,
cadastro_cursos,70,ESTATÍSTICAS DO CURSO,QT_ING_50_59,Quantidade de ingressantes - De 50 a 59 anos de idade,Num,8,,
cadastro_cursos,71,ESTATÍSTICAS DO CURSO,QT_ING_60_MAIS,Quantidade de ingressantes - De 60 ou mais anos de idade,Num,8,,
cadastro_cursos,72,ESTATÍSTICAS DO CURSO,QT_ING_BRANCA,Quantidade de ingressantes - Cor/Raça Branca,Num,8,,
cadastro_cursos,73,ESTATÍSTICAS DO CURSO,QT_ING_PRETA,Quantidade de ingressantes - Cor/Raça Preta,Num,8,,
cadastro_cursos,74,ESTATÍSTICAS DO CURSO,QT_ING_PARDA,Quantidade de ingressantes - Cor/Raça Parda,Num,8,,
cadastro_cursos,75,ESTATÍSTICAS DO CURSO,QT_ING_AMARELA,Quantidade de ingressantes - Cor/Raça Amarela,Num,8,,
cadastro_cursos,76,ESTATÍSTICAS DO CURSO,QT_ING_INDIGENA,Quantidade de ingressantes - Cor/Raça Indígena,Num,8,,
cadastro_cursos,77,ESTATÍSTICAS DO CURSO,QT_ING_CORND,Quantidade de ingressantes - Cor/Raça não dispõe da informação ou não declarada,Num,8,,
cadastro_cursos,78,ESTATÍSTICAS DO CURSO,QT_MAT,Quantidade de matrículas,Num,8,Cálculo de matrículas: soma do número de alunos com situação de vínculo ao curso igual a: Cursando e/ou Formado,
cadastro_cursos,79,ESTATÍSTICAS DO CURSO,QT_MAT_FEM,Quantidade de matrículas do sexo feminino,Num,8,,
cadastro_cursos,80,ESTATÍSTICAS DO CURSO,QT_MAT_MASC,Quantidade de matrículas do sexo masculino,Num,8,,
cadastro_cursos,81,ESTATÍSTICAS DO CURSO,QT_MAT_DIURNO,Quantidade de matrículas - turno diurno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,82,ESTATÍSTICAS DO CURSO,QT_MAT_NOTURNO,Quantidade de matrículas - turno noturno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,83,ESTATÍSTICAS DO CURSO,QT_MAT_0_17,Quantidade de matrículas - Até 17 anos de idade,Num,8,,
cadastro_cursos,84,ESTATÍSTICAS DO CURSO,QT_MAT_18_24,Quantidade de matrículas - De 18 a 24 anos de idade,Num,8,,
cadastro_cursos,85,ESTATÍSTICAS DO CURSO,QT_MAT_25_29,Quantidade de matrículas - De 25 a 29 anos de idade,Num,8,,
cadastro_cursos,86,ESTATÍSTICAS DO CURSO,QT_MAT_30_34,Quantidade de matrículas - De 30 a 34 anos de idade,Num,8,,
cadastro_cursos,87,ESTATÍSTICAS DO CURSO,QT_MAT_35_39,Quantidade de matrículas - De 35 a 39 anos de idade,Num,8,,
cadastro_cursos,88,ESTATÍSTICAS DO CURSO,QT_MAT_40_49,Quantidade de matrículas - De 40 a 49 anos de idade,Num,8,,
cadastro_cursos,89,ESTATÍSTICAS DO CURSO,QT_MAT_50_59,Quantidade de matrículas - De 50 a 59 anos de idade,Num,8,,
cadastro_cursos,90,ESTATÍSTICAS DO CURSO,QT_MAT_60_MAIS,Quantidade de matrículas - De 60 ou mais anos de idade,Num,8,,
cadastro_cursos,91,ESTATÍSTICAS DO CURSO,QT_MAT_BRANCA,Quantidade de matrículas - Cor/Raça Branca,Num,8,,
cadastro_cursos,92,ESTATÍSTICAS DO CURSO,QT_MAT_PRETA,Quantidade de matrículas - Cor/Raça Preta,Num,8,,
cadastro_cursos,93,ESTATÍSTICAS DO CURSO,QT_MAT_PARDA,Quantidade de matrículas - Cor/Raça Parda,Num,8,,
cadastro_cursos,94,ESTATÍSTICAS DO CURSO,QT_MAT_AMARELA,Quantidade de matrículas - Cor/Raça Amarela,Num,8,,
cadastro_cursos,95,ESTATÍSTICAS DO CURSO,QT_MAT_INDIGENA,Quantidade de matrículas - Cor/Raça Indígena,Num,8,,
cadastro_cursos,96,ESTATÍSTICAS DO CURSO,QT_MAT_CORND,Quantidade de matrículas - Cor/Raça não dispõe da informação ou não declarada,Num,8,,
cadastro_cursos,97,ESTATÍSTICAS DO CURSO,QT_CONC,Quantidade de concluintes,Num,8,,
cadastro_cursos,98,ESTATÍSTICAS DO CURSO,QT_CONC_FEM,Quantidade de concluintes do sexo feminino,Num,8,,
cadastro_cursos,99,ESTATÍSTICAS DO CURSO,QT_CONC_MASC,Quantidade de concluintes do sexo masculino,Num,8,,
cadastro_cursos,100,ESTATÍSTICAS DO CURSO,QT_CONC_DIURNO,Quantidade de concluintes - turno diurno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,101,ESTATÍSTICAS DO CURSO,QT_CONC_NOTURNO,Quantidade de concluintes - turno noturno,Num,8,(.) Não aplicável (Curso a distância),
cadastro_cursos,102,ESTATÍSTICAS DO CURSO,QT_CONC_0_17,Quantidade de concluintes - Até 17 anos de idade,Num,8,,
cadastro_cursos,103,ESTATÍSTICAS DO CURSO,QT_CONC_18_24,Quantidade de concluintes - De 18 a 24 anos de idade,Num,8,,
cadastro_cursos,104,ESTATÍSTICAS DO CURSO,QT_CONC_25_29,Quantidade de concluintes - De 25 a 29 anos de idade,Num,8,,
cadastro_cursos,105,ESTATÍSTICAS DO CURSO,QT_CONC_30_34,Quantidade de concluintes - De 30 a 34 anos de idade,Num,8,,
cadastro_cursos,106,ESTATÍSTICAS DO CURSO,QT_CONC_35_39,Quantidade de concluintes - De 35 a 39 anos de idade,Num,8,,
cadastro_cursos,107,ESTATÍSTICAS DO CURSO,QT_CONC_40_49,Quantidade de concluintes - De 40 a 49 anos de idade,Num,8,,
cadastro_cursos,108,ESTATÍSTICAS DO CURSO,QT_CONC_50_59,Quantidade de concluintes - De 50 a 59 anos de idade,Num,8,,
cadastro_cursos,109,ESTATÍSTICAS DO CURSO,QT_CONC_60_MAIS,Quantidade de concluintes - De 60 ou mais anos de idade,Num,8,,
cadastro_cursos,110,ESTATÍSTICAS DO CURSO,QT_CONC_BRANCA,Quantidade de concluintes - Cor/Raça Branca,Num,8,,
cadastro_cursos,111,ESTATÍSTICAS DO CURSO,QT_CONC_PRETA,Quantidade de concluintes - Cor/Raça Preta,Num,8,,
